rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4vHRQnzGcKEtqsLH70tAms","Sachet-Parampara, Parampara Tandon, Kausar Munir","Raanjhan (From ""Do Patti"")","T-Series",1,1,25,"9127883"
2,"spotify:track:4XTgFBxBHN6var1BzAgE1m","Maanu, Annural Khalid","Jhol","Giraffe Music",2,2,17,"8272722"
3,"spotify:track:5ThyDv6aRVU8AH4vXQNldF","Kushagra, Bharath, Saaheal","Finding Her","EYP Creations",3,3,5,"7393738"
4,"spotify:track:3vCzLB6kS2lGcIpm1OOUsy","Anurag Saikia, Raj Shekhar, Romy, Amarabha Banerjee, Varun Jain, Madhubanti Bagchi, Mismatched - Cast","Ishq Hai","Netflix Music",1,4,17,"4728285"
5,"spotify:track:0eCajpR75pDW0r64U6hP2x","Anuv Jain","Jo Tum Mere Ho","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,5,35,"4655721"
6,"spotify:track:2ZzZ2qwZBWlDKs420hhloc","Bayaan, Hasan Raheem, Rovalio","Maand","Bayaan",6,14,6,"4529143"
7,"spotify:track:1hlbywc8Jhl1FFqJxAMabE","Faheem Abdullah, Rauhan Malik, Amir Ameer","Ishq","Artiste First",2,6,54,"4124696"
8,"spotify:track:6nRGPf5tpeJtKpXZO5cgIT","Aditya Rikhari, UNPLG'd","Paro","Universal Music India Pvt Ltd.",7,7,5,"3869598"
9,"spotify:track:2Fv2injs4qAm8mJBGaxVKU","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","T-Series",2,10,306,"3695194"
10,"spotify:track:4Qm7r3ImER8S2Ori1gLMAf","Anuv Jain, AP Dhillon","Afsos","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain, AP DHILLON INC/Republic Records)",6,11,10,"3616557"
11,"spotify:track:4d2jV5fmX6hbRwaRbY39dt","Karan Aujla, Jay Trak","Wavy","Karan Aujla Music",4,9,21,"3437599"
12,"spotify:track:2cPUB8EOT6AfJ8oxhyoNXL","Pritam, Javed Bashir","Ye Tune Kya Kiya","T-Series",12,12,60,"3307377"
13,"spotify:track:4ulroyDK6rN73nVkCkWhur","Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma","Sahiba","Warner Music India",1,8,20,"3305474"
14,"spotify:track:7eQl3Yqv35ioqUfveKHitE","Pritam, Mohit Chauhan, Irshad Kamil","Tum Se Hi","T-Series",12,16,264,"3294461"
15,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",4,13,28,"3281885"
16,"spotify:track:5zCnGtCl5Ac5zlFHXaZmhy","Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")","T-Series",1,15,49,"3196598"
17,"spotify:track:1hA697u7e1jX2XM8sWA6Uy","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Apna Bana Le","Zee Music Company",1,17,94,"3172006"
18,"spotify:track:3PWfXDaGLxwN9UJDHMEyKi","Masoom Sharma, Sheenam Katholic, Mr. Boota, Kay D, Aarohi Raghav","Teri Ramjhol Bole Gi (feat. Kay D & Aarohi Raghav)","Empire Media",18,24,4,"2979273"
19,"spotify:track:2Ul0NiluAcBWG6BJBl40sT","Himesh Reshammiya, Arijit Singh","Tera Chehra","Sony Music / EROS Music",3,18,10,"2926804"
20,"spotify:track:5a0Z7Dz4e5Z81IM0iccFVY","Himesh Reshammiya, Ankit Tiwari, Palak Muchhal","Sanam Teri Kasam","Sony Music / EROS Music",1,20,10,"2841985"
21,"spotify:track:4LMlVCXHJtCE9abhmn0mYo","Afusic, AliSoomroMusic","Pal Pal","Afusic",21,156,2,"2822413"
22,"spotify:track:5J9L7IbadCt0ivs9xmNrr0","Zain Zohaib","Ranjheya Ve","Zain Zohaib",22,25,7,"2817433"
23,"spotify:track:2ceeTJAzKy295Fm0VsaXtE","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","T-Series",10,23,61,"2814709"
24,"spotify:track:5VvkNZesG4T86mUULEG5Wp","Sachet-Parampara, Sachet Tandon, Parampara Tandon, Kausar Munir","Maiyya","T-Series",19,19,18,"2723652"
25,"spotify:track:4y2sSEDG8aP4nDyXWnmPjw","Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena","Blender","GSC Music",19,22,14,"2719121"
26,"spotify:track:3yHyiUDJdz02FZ6jfUbsmY","Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")","T-Series",2,28,76,"2717000"
27,"spotify:track:5AnWrUzsrFgBvhn6dUElnr","Sachin-Jigar, Amitabh Bhattacharya, Madhubanti Bagchi, Divya Kumar","Aaj Ki Raat (From ""Stree 2"")","Saregama India Ltd",1,29,37,"2593648"
28,"spotify:track:6fScgF2Y63ScU73nYju0ny","Atif Aslam, Arko","O Saathi","T-Series",28,38,141,"2564660"
29,"spotify:track:02Ck2nLoW3TpgGV6uwvK5Z","Anurag Kulkarni, Sameera Bharadwaj, Vijai Bulganin, Purnachary","Premalo (From ""Court"")","Saregama India Ltd",20,21,4,"2561945"
30,"spotify:track:4MtsPGGUTIs4qFD8gOSJ3D","Masoom Sharma, Rahul Muana, Swara Verma, Ruba Khan","Chambal K Dakku","Bajewala Records",26,26,4,"2539798"
31,"spotify:track:0YQJoDL6f46J0n1rOVkpxJ","Karan Aujla, Ikky","Softly","WM Canada",4,31,86,"2531323"
32,"spotify:track:5npFBWhVs3VVlc0nY5xQMA","Sachin-Jigar, Arijit Singh","Tainu Khabar Nahi - From ""Munjya""","Zee Music Company",17,40,43,"2492273"
33,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",6,36,28,"2475760"
34,"spotify:track:5FXMRdJjKq1BIX4e8Eg9mK","Vishal-Shekhar, KK","Ajab Si","T-Series",19,39,170,"2473101"
35,"spotify:track:0gPgdRfB4jdGrlyXS0Vx78","Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan","Khuda Jaane","YRF Music",35,41,131,"2450090"
36,"spotify:track:2PvaburAUlhNHxVhw5lvOq","Arijit Singh","Humdard (From ""Ek Villain"")","T-Series",20,27,247,"2449201"
37,"spotify:track:78BWCd70D1X6LMkDZm1UoF","Yo Yo Honey Singh","Millionaire","T-Series",3,33,32,"2446874"
38,"spotify:track:2nP1wLRh85mo5Wdj4RQldp","Amit Trivedi, Madhubanti Bagchi, Amitabh Bhattacharya","Uyi Amma - From ""Azaad""","Zee Music Company",24,43,12,"2414987"
39,"spotify:track:0GQngE2rOYvlKwEQjTAsP8","Pritam, Sreeram, Shilpa Rao","Subhanallah","T-Series",34,44,105,"2394180"
40,"spotify:track:45PA9lW7U5LYnlpGrdTyHY","Jasleen Royal, Ujjwal Kashyap","Sang Rahiyo","Warner Music India",21,32,57,"2379054"
41,"spotify:track:4Lo6I7kkHWgAVRmdILLhig","Arijit Singh, Afsana Khan, Tanishk Bagchi, Irshad Kamil","Tu Hain Toh Main Hoon (From ""Sky Force"")","Saregama India Ltd",7,34,11,"2374773"
42,"spotify:track:2618Fg2I7K5leCzDUhOjbr","Ali & Shjr, Haider Ali, Ali Raza","Heer","Freebird Records",42,60,3,"2373310"
43,"spotify:track:6kYoY0PhBelP64UMnhsEZx","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",4,30,306,"2350640"
44,"spotify:track:0TL0LFcwIBF5eX7arDIKxY","Anuv Jain","Husn","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,42,71,"2346495"
45,"spotify:track:0SAZ4IHYMtjW4Lxrjm7NnG","Sohail Sen, Altamash Faridi","Aashiq Tera","Sony Music / EROS Music",45,50,5,"2334857"
46,"spotify:track:25jtUwCQfXwnxENh8Bvoj4","Diljit Dosanjh, MixSingh, Raj Ranjodh","Water","Famous Studios",37,37,7,"2308557"
47,"spotify:track:0hFkx6EoIRvNmEVXQIIJtk","Aditya Rikhari","Paaro","Universal Music India Pvt Ltd.",47,49,4,"2307580"
48,"spotify:track:56zZ48jdyY2oDXHVnwg5Di","Mithoon, Arijit Singh","Tum Hi Ho","T-Series",39,55,219,"2287778"
49,"spotify:track:22ZIAjVRJTjYj5EwD0MjEJ","Masoom Sharma","2 Khatole (Lofi Mix)","Tuffan Music",49,168,2,"2267578"
50,"spotify:track:2GXXZFUxYg2LvG8SR0byOE","Sachin-Jigar, Atif Aslam","Jeena Jeena","Sony Music / EROS Music",29,48,187,"2182981"
51,"spotify:track:2IoZMG3RqiTmsy7Li3zGFg","Sachet Tandon, Parampara Tandon, Sachet-Parampara","Mere Sohneya (From ""Kabir Singh"")","T-Series",4,47,260,"2145004"
52,"spotify:track:6H7fLdt0AeWpuxUKXuXWrx","Hariharan","Shree Hanuman Chalisa","T-Series",39,46,139,"2126551"
53,"spotify:track:1bxzr3JK05fMTcweGAZUHp","Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry","Chuttamalle (From ""Devara Part 1"")","T-Series",4,45,36,"2101055"
54,"spotify:track:5Ggb9pKiKcr5vNV9v1e1vs","Varun Jain, Shilpa Rao, Sachin-Jigar, Amitabh Bhattacharya","Tumhare Hi Rahenge Hum","Saregama India Ltd",8,53,34,"2067335"
55,"spotify:track:5zcfnScTSFGCHGY1yeXWke","Vishal-Shekhar, Kamal Khan","Ishq Sufiyana (Male)","T-Series",46,51,20,"2066275"
56,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",3,78,86,"2047777"
57,"spotify:track:3F3difXqjmx6tfA4JmaKAj","Maanu, Annural Khalid, Abdullah Siddiqui","Jhol - Acoustic","Maanu",57,71,7,"2024621"
58,"spotify:track:3FqtduiaqnFYvBgKuc6QWQ","Karan Aujla, Seshnolan","Winning Speech","Karan Aujla",8,56,47,"1997309"
59,"spotify:track:2L5fXA2pNlTXJvQTeMZn4z","Masoom Sharma, Swara Verma","Lofar","Sky High Music",25,35,4,"1996950"
60,"spotify:track:4FeczSomVWVyU4FW7xDeAI","A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan","Tere Bina","Sony Music Entertainment India Pvt. Ltd.",59,59,34,"1994050"
61,"spotify:track:498N5tXDvgIuJOa7qTfglg","Masoom Sharma","Ek Khtola Jail Ke Bhitar","Ankit Baliyan",61,67,3,"1990209"
62,"spotify:track:7yDHHVKLbvDmVw1XXhDDIO","Vishal Mishra, Raj Shekhar","Pehle Bhi Main","T-Series",1,63,71,"1976648"
63,"spotify:track:3be9ACTxtcL6Zm4vJRUiPG","yung kai","blue","BMG Rights Management (US) LLC",16,52,18,"1969724"
64,"spotify:track:76ZWOhRRQzmb4xMoZzTjJ9","Yo Yo Honey Singh, Paradox","Payal","T-Series",14,61,20,"1951448"
65,"spotify:track:3tgdOveYac7YMEAQD9sGLf","Vishal-Shekhar, Papon, Irshad Kamil","Bulleya","YRF Music",30,57,13,"1947228"
66,"spotify:track:6457ZKiycyQm6qrNcu5y15","Komal Chaudhary, Masoom Sharma","Mere Mittar","Komal Chaudhary",66,97,3,"1931303"
67,"spotify:track:4tJz5wXpwIvG2KMKPbYWwz","Santhosh Narayanan, Vivek","Kannadi Poove (From ""Retro"")","T-Series",67,94,5,"1914718"
68,"spotify:track:1mQUEvGR7Sbt2OCz2gFrdx","Amitabh Bhattacharya, Sachin-Jigar, Pawan Singh, Simran Choudhary","Aayi Nai (From ""Stree 2"")","Saregama India Ltd",2,62,35,"1909141"
69,"spotify:track:2JlzHPGIVaLNAppX1viq7f","Santhosh Narayanan, The Indian Choral Ensemble, Vivek","Kanimaa (From ""Retro"")","T-Series",69,200,2,"1904417"
70,"spotify:track:4Tkb7zsDmsawB7S5TpKQV1","Atif Aslam, Shiraz Uppal","Pehli Dafa","T-Series",53,54,75,"1871893"
71,"spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W","Anuv Jain","Baarishein","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",16,58,204,"1866538"
72,"spotify:track:4eBvRhTJ2AcxCsbfTUjoRp","Shubh","Cheques","SHUBH",1,98,98,"1856632"
73,"spotify:track:0645eBDehHcqfiF15hscQV","Vishal Mishra, Rashmeet Kaur","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Netflix Music",5,85,92,"1838700"
74,"spotify:track:6bmmHeCvZI92pRiTHxEdTC","Pritam, Arijit Singh, Irshad Kamil","O Maahi","T-Series",4,84,69,"1837644"
75,"spotify:track:0XRb6eZE4dBIJdqwf1Mixu","Juss, MixSingh","Suniyan Suniyan","Mix It Up Studio",3,68,47,"1830644"
76,"spotify:track:4Jv2S12lwUBOEve08icgj5","Masoom Sharma, Harsh Sandhu","Gentleman 2","Global Music Junction",76,77,3,"1828150"
77,"spotify:track:5JCDVLwteSXuwVqjCa7SwH","Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali","O Rangrez","Sony Music Entertainment India Pvt. Ltd.",48,64,23,"1826349"
78,"spotify:track:1PALLCSlHwAI4upY3sMg8u","Aditya Rikhari, Tulsi Kumar, Lijo George-Dj Chetas","Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")","T-Series",9,82,23,"1824610"
79,"spotify:track:52itZ0w0CydihB2JCZEIft","Pritam, Mohit Chauhan, Irshad Kamil","Pee Loon","T-Series",37,87,61,"1817933"
80,"spotify:track:1r6GbBLdtUK1Vl1IHT14wP","Mohammad Faiz, Jaani","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","Sony Music Entertainment India Pvt. Ltd.",2,73,47,"1815076"
81,"spotify:track:5GJ3WaxTSlxDY3csctX20H","Himesh Reshammiya","Bewajah","Sony Music / EROS Music",12,69,9,"1808639"
82,"spotify:track:0KSOLEBixnBYIKNHF1VbzF","Atif Aslam, Hadiqa Kiani","Hona Tha Pyar","Tips Industries Ltd",82,160,6,"1804470"
83,"spotify:track:48Ix6ReYdJf2H4mKb3TIpj","Atif Aslam, Alisha Chinai, Pritam","Tera Hone Laga Hoon","Tips Industries Ltd",30,92,204,"1797095"
