rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:01RdEXps15f3VmQMV6OuTM","Tjuvjakt, Fanny Avonne","Tusen spänn","Roxy Recordings",1,1,9,"976082"
2,"spotify:track:57AHVmaxTYWoBBB5CFr9Ts","Lovet","Sommarkatt","Coda",2,2,6,"801701"
3,"spotify:track:3vw4a2mNKELC7p1LRBR3Xf","Ida-Lova","Svagare än jag","Playground Music",1,3,13,"785527"
4,"spotify:track:6eIzQCYExfnNeM7KOlE3lE","KAJ","Bara Bada Bastu","WM Sweden",1,7,20,"697725"
5,"spotify:track:0j2JcSeuF8ElJTrC8g6493","Humlan Djojj, Josefine Götestam","Djurens vaggvisa","Filtr Kids",2,6,198,"691309"
6,"spotify:track:63FjDlco0BQXJuPZeQ70CZ","De Vet Du, Victor Leksell","Ta Mig Aldrig Härifrån","One Brain",5,5,4,"666652"
7,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",3,8,22,"660436"
8,"spotify:track:37UCSVSqiPGdR1DijOFyYY","Zara Larsson","Midnight Sun","Sommer House/Epic",8,21,4,"529442"
9,"spotify:track:0GRc3eGTg8HBdWLRGYgqIc","Ed Sheeran","Azizam","Gingerbread Man Records / Atlantic Records UK",8,12,14,"524688"
10,"spotify:track:3tgDP0BTRP10i4HkLlAER3","Niklas Strömstedt","Om","WM Sweden",5,9,11,"517685"
11,"spotify:track:00oneQN4fZEl3tbhiNMExE","Darin","Mimosa","Universal Music AB",11,13,9,"514313"
12,"spotify:track:4zpNfuWJA3K4d9TS4qnOIB","Tommy Cash","Espresso Macchiato","TOMMY CASH",3,10,9,"495042"
13,"spotify:track:3kbNesyQPnUreP6bD7aADS","Victor Leksell","Lys på mig","Sony Music Sweden",8,11,6,"490770"
14,"spotify:track:2BtcfopAsabwKFovwFyvFk","Soppgirobygget","BASSIANI","WM Norway",4,16,13,"465071"
15,"spotify:track:3GygspQIcYy5OnRiw245Qh","Babblarna","Babblarnas vaggvisa","Universal Music AB Distributed Labels",5,14,341,"464328"
16,"spotify:track:0FTmksd2dxiE5e3rWyJXs6","sombr","back to friends","Warner Records",16,20,16,"430766"
17,"spotify:track:0IstZK4ERxONEDvE5wxwHS","Søte & Rare","Bender","Søte og Rare´ Records",4,19,19,"430512"
18,"spotify:track:7Ma4xWMBilJP90yLC5H3ZY","Lia Lindstén","Mitt hjärta av guld","Sony Music Sweden",15,15,5,"413181"
19,"spotify:track:5MEuFY2DxrozPEgGpR8Fji","Veronica Maggio","Välkommen in","Universal Music AB",5,17,186,"407744"
20,"spotify:track:1Vo4peT3VmtdLVtw1s65Cm","Norlie & KKV","Ingen annan rör mig som du","WM Sweden",20,23,128,"393269"
21,"spotify:track:48zbg3rmtLckXVdKracwzq","ADAAM, Greekazo, ROMANOS","Håller Mig Själv","Universal Music AB",1,18,11,"386434"
22,"spotify:track:401N7rbd6MSziVSDVTaQr7","Humlan Djojj, Josefine Götestam","Somna","Filtr Kids",18,26,150,"368036"
23,"spotify:track:4AajxCEwGEsmHmT4H1TwjY","sombr","undressed","Warner Records",12,27,16,"361153"
24,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",24,82,2,"361104"
25,"spotify:track:0ObXx8JTavVADLWIwlHKBX","Jireel","Baby Kom","MOTY Records",4,4,3,"357941"
26,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",25,30,18,"356315"
27,"spotify:track:5jlAu4lHHVzheutRcbDklk","Humlan Djojj, Josefine Götestam","Stjärnorna","Filtr Kids",19,28,154,"354286"
28,"spotify:track:6KOzO2mUwSwe8a9GiJAn7X","Bolaget","Kan Inte Gå","WM Sweden",1,29,184,"353972"
29,"spotify:track:42UBPzRMh5yyz0EDPr6fr1","Sabrina Carpenter","Manchild","Island Records",14,24,5,"352212"
30,"spotify:track:1aEU7mcRDTYBB4ASpqbjYE","Hov1","Hon dansar vidare i livet","Universal Music AB",1,31,321,"348922"
31,"spotify:track:7MzmBmyI9KkyQJaPNLdtUi","Veronica Maggio","17 år","Universal Music AB",11,22,160,"348457"
32,"spotify:track:1K2a8QcaPTDTZ1e4M0s8gQ","Tjuvjakt","Tandtråd","Parlophone Sweden",22,37,159,"342077"
33,"spotify:track:2yWlGEgEfPot0lv3OAjuG3","Tate McRae, F1 The Album","Just Keep Watching (From F1® The Movie)","Atlantic Records",25,45,6,"339776"
34,"spotify:track:5ITV0zqzjOYfFWpW0xBmRa","WizTheMc, bees & honey","Show Me Love","Bamboo Artists",8,38,19,"336925"
35,"spotify:track:7mb5hu425gAKIq9b8j386T","KAJ","Mosquito","WM Sweden",35,-1,1,"333299"
36,"spotify:track:6PdHWKjgo6lGmI84OJfJOg","Von Disco","Skyddar mig från dig","Universal Music AB",32,32,3,"323576"
37,"spotify:track:1qlad6gBZhkhmKd7atFusg","Nuqi, Jireel","Ay Ay","Justja AB",37,-1,1,"323542"
38,"spotify:track:2JHpFobSp0WktxCod6MEIy","Molly Sandén","Trophy","Milkshake",19,33,4,"322540"
39,"spotify:track:1oFoY6INRnHIpHY6ssPxBm","Veronica Maggio","Trädgården en fredag","Universal Music AB",17,34,117,"310803"
40,"spotify:track:4o5Ob60pz8QHcFKcr4MWyf","Bolaget","Ikväll Igen","WM Sweden",1,35,118,"310498"
41,"spotify:track:3SjXx3rbNGk8nCho8YEoz5","Håkan Hellström","Det kommer aldrig va över för mig","UME - Global Clearing House",9,39,193,"305874"
42,"spotify:track:6sjGsKuInpaK3uoaWGe22W","Oskar Linnros","Från och med Du","Universal Music AB",17,40,203,"302212"
43,"spotify:track:5GdAGqF9ZI4gADtpVAxqe7","Molly Sandén, Victor Leksell","Lost and found","Milkshake",1,44,42,"292949"
44,"spotify:track:7qLwjBWh3M2JLFlEokIjUP","Humlan Djojj, Josefine Götestam","Nu säger vi godnatt","Filtr Kids",27,46,100,"290909"
45,"spotify:track:3PzfAzqI03wcX8OikTdrH2","Soppgirobygget","Viva La Vida","Soppgiro inc. In Collaboration With Liso Records",2,43,58,"289640"
46,"spotify:track:4GK4mydvnsodLEHWb4zJV4","Mares","Sunnanvind","Tjooff",5,36,220,"289103"
47,"spotify:track:1Vvsi25b3d1FzEnbaCoYLm","Victor Leksell","Hur många mil","Sony Music Sweden",4,41,14,"276187"
48,"spotify:track:6F0EAXG5D1iFZU57wfa0Ys","Humlan Djojj, Josefine Götestam","Humlehum","Filtr Kids",48,50,45,"275185"
49,"spotify:track:0B3iaqZELtRBnVdIHnikK7","Medina","Genom Eld & Vatten","WM Sweden",46,64,18,"263157"
50,"spotify:track:3QR9CKSgMGMq27gnSl5pft","Hov1","Räddare i nöden","Universal Music AB",2,56,15,"257557"
51,"spotify:track:1I37Zz2g3hk9eWxaNkj031","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Your Idol","K-Pop Demon Hunters",51,125,2,"256621"
52,"spotify:track:2gwirjNHYJPlBwOJ5Aftwv","Albin Lee Meldau","Josefin","Glassnote Music LLC",9,47,217,"255035"
53,"spotify:track:3BntzKsnLf2pc0dsvE3Zav","Teddy Swims","Bad Dreams","Warner Records",10,57,43,"247982"
54,"spotify:track:5MxHurfskrN1RvkKez2ofd","Humlan Djojj, Josefine Götestam","Godnattvisan","Filtr Kids",35,61,95,"247546"
55,"spotify:track:5mTMpmUrqXihcRa1TrsHLv","Asme, Sarettii","Jetpack","Universal Music AB",20,42,4,"242182"
56,"spotify:track:1oJJQpxFMz0A0h4MngHQi1","Veronica Maggio","Level Up","Universal Music AB",55,60,4,"239821"
57,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,63,38,"238469"
58,"spotify:track:2CMLgiwaTlemYqc7llxO6i","Dolly Style","Yihaa","Universal Music AB",2,69,21,"237683"
59,"spotify:track:3RJqGQaU5C6olAtsaO7hjc","Ely Oaks, LAVINIA","Borderline","JINX Music",38,73,10,"237221"
60,"spotify:track:6I1kZgg3bGrPKxhZOltbRW","Timbuktu","Alla vill till himmelen men ingen vill dö","BuDada Records",44,54,20,"236937"
61,"spotify:track:1KtiKEGGrhnNqGN7Hc84qb","GOLF, Olivia Lobato","Ekko","Distortion Label",8,49,9,"233842"
