rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year,source_file
45,spotify:track:69n1Bh7n79MXbA9XqH4MfM,Duki,Perreo Bendito,DALE PLAY Records / SSJ Records,25,25,2,775272,AR,Argentina,Q3,2022,merged_data_2022.csv
46,spotify:track:0lJE8f0lx8mUSfMyxeYpiC,"TINI, L-Gante",Bar,Sony Music Latin,1,40,34,775166,AR,Argentina,Q3,2022,merged_data_2022.csv
47,spotify:track:2uky0VCI2EZni0nArOPznM,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23/66",DALE PLAY Records,1,46,11,757596,AR,Argentina,Q3,2022,merged_data_2022.csv
48,spotify:track:3ehHqgYRzmeUi345MfHS2N,"Morat, Duki",París,Universal Music Spain S.L.,26,44,7,742887,AR,Argentina,Q3,2022,merged_data_2022.csv
49,spotify:track:5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Ratito,Rimas Entertainment LLC,23,45,9,711124,AR,Argentina,Q3,2022,merged_data_2022.csv
50,spotify:track:0OTNHGKcqQbk51bOYe462Y,"Polimá Westcoast, Pailita",ULTRA SOLO,Sony Music Entertainment Chile S.A,29,47,10,710940,AR,Argentina,Q3,2022,merged_data_2022.csv
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,1,18,4181715,AR,Argentina,Q4,2022,merged_data_2022.csv
2,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52/66",DALE PLAY Records,1,2,15,3509173,AR,Argentina,Q4,2022,merged_data_2022.csv
3,spotify:track:45dlaEXrXW47TVbrQ4gK7E,"Rei, Callejero Fino",Tu Turrito,DALE PLAY Records,3,3,23,3204674,AR,Argentina,Q4,2022,merged_data_2022.csv
4,spotify:track:3Ne5uYDFzHEFYAPbaBMIck,Maria Becerra,AUTOMÁTICO,300 Entertainment,4,4,5,2815141,AR,Argentina,Q4,2022,merged_data_2022.csv
5,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,3,5,11,2760311,AR,Argentina,Q4,2022,merged_data_2022.csv
6,spotify:track:12BLBKATlbWXPhuSNL8eAr,"Alan Gomez, Callejero Fino",CALLEJERO FINO | Mission 10,WM Chile,6,6,6,2248517,AR,Argentina,Q4,2022,merged_data_2022.csv
7,spotify:track:2GVahxIzxivfRZc8lR39Ms,"Rei, Quevedo",FERNET,DALE PLAY Records,7,7,19,2002554,AR,Argentina,Q4,2022,merged_data_2022.csv
8,spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,4,8,10,1939385,AR,Argentina,Q4,2022,merged_data_2022.csv
9,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,9,23,1887772,AR,Argentina,Q4,2022,merged_data_2022.csv
10,spotify:track:2bbwjxA68m9PHZFWgF1fze,Duki,GIVENCHY,DALE PLAY Records / SSJ Records,2,18,13,1860728,AR,Argentina,Q4,2022,merged_data_2022.csv
11,spotify:track:6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,Caile,Rimas Entertainment LLC.,7,10,10,1790283,AR,Argentina,Q4,2022,merged_data_2022.csv
12,spotify:track:2pR6bipXfJySBhje19SW02,"Cris MJ, Standly, Stars Music Chile",Marisola,Stars Music Chile 2024,12,13,9,1762384,AR,Argentina,Q4,2022,merged_data_2022.csv
13,spotify:track:7iwJOi3hlMqZt6pj1sQOBj,Quevedo,VISTA AL MAR,Rimas Entertainment LLC.,13,14,5,1757696,AR,Argentina,Q4,2022,merged_data_2022.csv
14,spotify:track:60DHrnRAhNJMy4WeEf23NH,"La Joaqui, Alan Gomez, EL NOBA",Butakera,DALE PLAY Records / GOAT Records,14,26,10,1604801,AR,Argentina,Q4,2022,merged_data_2022.csv
15,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Rimas Entertainment LLC,1,12,23,1588924,AR,Argentina,Q4,2022,merged_data_2022.csv
16,spotify:track:1gYtMKmICjH8KQG3MheNJt,"TINI, Tiago PZK",El Último Beso,5020 Records,9,11,4,1552537,AR,Argentina,Q4,2022,merged_data_2022.csv
17,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,3,15,23,1496505,AR,Argentina,Q4,2022,merged_data_2022.csv
18,spotify:track:7kYbxvrGXv8cmKjkqgqhrw,TINI,La Triple T,Sony Music Latin,1,19,23,1417299,AR,Argentina,Q4,2022,merged_data_2022.csv
19,spotify:track:2IzV2SPZQLadtA46ni3ICq,"Zion & Lennox, Maria Becerra",Berlin,WEA Latina,11,16,15,1388132,AR,Argentina,Q4,2022,merged_data_2022.csv
20,spotify:track:0kTMK4gNFfLXaTb62w1UaJ,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",BABY OTAKU,Pablito Pesadilla,20,21,4,1387675,AR,Argentina,Q4,2022,merged_data_2022.csv
21,spotify:track:1uGdRSOpObu3lp0jvrVREl,Maria Becerra,OJALÁ,300 Entertainment,2,17,20,1385709,AR,Argentina,Q4,2022,merged_data_2022.csv
22,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,8,22,23,1202478,AR,Argentina,Q4,2022,merged_data_2022.csv
23,spotify:track:5GF0X7GdNmnouKcdhhRmtm,"Paulo Londra, Duki",Party en el Barrio (feat. Duki),WEA Latina,9,20,5,1110905,AR,Argentina,Q4,2022,merged_data_2022.csv
24,spotify:track:7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,9,23,25,1094808,AR,Argentina,Q4,2022,merged_data_2022.csv
25,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,1,24,23,1069355,AR,Argentina,Q4,2022,merged_data_2022.csv
26,spotify:track:03a359wbiUsjN9h6yzXvmS,"Duki, KHEA",She Don't Give a Fo,DALE PLAY Records,3,67,142,1028757,AR,Argentina,Q4,2022,merged_data_2022.csv
27,spotify:track:2rurDawMfoKP4uHyb2kJBt,"Shakira, Rauw Alejandro",Te Felicito,Sony Music Latin,3,25,25,1012912,AR,Argentina,Q4,2022,merged_data_2022.csv
28,spotify:track:3UytZp1xDkNkROyIwE7DbY,"Trueno, Tiago PZK",Hood - Remix,5020 Records,28,-1,1,990239,AR,Argentina,Q4,2022,merged_data_2022.csv
29,spotify:track:3AbNNvo2OmyeDMvRBgf9vk,"TINI, Becky G, Anitta",La Loto,Sony Music Latin,8,27,15,975342,AR,Argentina,Q4,2022,merged_data_2022.csv
30,spotify:track:5i82o3878xCPNCUK8VIeqX,"Los Ángeles Azules, Nicki Nicole",Otra Noche,Seitrack,10,32,48,973568,AR,Argentina,Q4,2022,merged_data_2022.csv
31,spotify:track:6LBpjWMfy1NUfyxAJbcMRs,"La K'onga, Nahuel Pennisi",Universo Paralelo,Leader Music,2,30,48,969542,AR,Argentina,Q4,2022,merged_data_2022.csv
32,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,Sony Music Latin/Duars Entertainment,1,28,44,959522,AR,Argentina,Q4,2022,merged_data_2022.csv
33,spotify:track:2LgxW2t2H6lAf7tJuOnxxj,Duki,Antes de Perderte,DALE PLAY Records / SSJ Records,7,38,19,954627,AR,Argentina,Q4,2022,merged_data_2022.csv
34,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris MJ,Una Noche en Medellín,Sonar LLC.,4,33,34,927002,AR,Argentina,Q4,2022,merged_data_2022.csv
35,spotify:track:1uK5rDY3BnikyG0sl3tPpc,"Sofía Reyes, Maria Becerra",Marte,WEA Latina,2,29,35,904520,AR,Argentina,Q4,2022,merged_data_2022.csv
36,spotify:track:2x8oBuYaObjqHqgGuIUZ0b,WOS,ARRANCÁRMELO,DOGUITO Records / DALE PLAY Records,2,35,28,896290,AR,Argentina,Q4,2022,merged_data_2022.csv
37,spotify:track:5x17YrAwajDUCqB8zT9ElY,"Tiago PZK, Myke Towers",Traductor,WEA Latina,18,31,13,896222,AR,Argentina,Q4,2022,merged_data_2022.csv
38,spotify:track:3EcCc1U405tm8yKm1x6Y8W,La K'onga,Te Mentiría,Leader Music,14,37,73,885159,AR,Argentina,Q4,2022,merged_data_2022.csv
39,spotify:track:67Wqby5IjOMMpIYwqmCYOG,"Emilia, Nicki Nicole",intoxicao,Sony Music Latin,11,34,20,859452,AR,Argentina,Q4,2022,merged_data_2022.csv
40,spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,Rimas Entertainment LLC,35,39,23,839106,AR,Argentina,Q4,2022,merged_data_2022.csv
41,spotify:track:6ojZtz3sZr6ynvejLOqgCj,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),WEA Latina,9,36,19,835411,AR,Argentina,Q4,2022,merged_data_2022.csv
42,spotify:track:6TsVhM8qIkWN5cJVDIVbbz,"Wisin & Yandel, ROSALÍA",Besos Moja2,Sony Music Latin,42,56,2,808407,AR,Argentina,Q4,2022,merged_data_2022.csv
43,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,1,41,76,782820,AR,Argentina,Q4,2022,merged_data_2022.csv
44,spotify:track:5aQtcr0PfEtk4FZCz5rLdV,"Emanero, FMK, Rusherking, Estani",BANDIDO,Fifty One,15,42,20,776707,AR,Argentina,Q4,2022,merged_data_2022.csv
45,spotify:track:5lkgHMBFyhk6P3jinwsYo0,Emilia,La Chain,Sony Music Latin,22,43,8,760325,AR,Argentina,Q4,2022,merged_data_2022.csv
46,spotify:track:1v5QhGtlv2bkpUz2kAXTCq,"FMK, Maria Becerra",Tranquila,Columbia,3,47,39,747933,AR,Argentina,Q4,2022,merged_data_2022.csv
47,spotify:track:1IT2VUL1Nx6Y3AdCfm0wcO,Rei,Pechito Partido,DALE PLAY Records,47,52,7,744316,AR,Argentina,Q4,2022,merged_data_2022.csv
48,spotify:track:6HXvazdtAr9hy0kThzxrE3,"Oscu, Nobeat",Numero 1,1.8M,22,49,28,730744,AR,Argentina,Q4,2022,merged_data_2022.csv
49,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),UMLE - Latino,26,46,21,725942,AR,Argentina,Q4,2022,merged_data_2022.csv
50,spotify:track:3MBNAfBXIq9fI2Sez8EcNX,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,DALE PLAY Records / SSJ Records,2,51,28,722210,AR,Argentina,Q4,2022,merged_data_2022.csv
1,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,1,1,22,1265429,AU,Australia,Q1,2022,merged_data_2022.csv
2,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,2,27,1265054,AU,Australia,Q1,2022,merged_data_2022.csv
3,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,3,76,1178966,AU,Australia,Q1,2022,merged_data_2022.csv
4,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,4,4,9,1138261,AU,Australia,Q1,2022,merged_data_2022.csv
5,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,7,13,983377,AU,Australia,Q1,2022,merged_data_2022.csv
6,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,4,8,18,958873,AU,Australia,Q1,2022,merged_data_2022.csv
7,spotify:track:5S9Zs5g9lTWnLIboN1pdlU,Lauren Spencer Smith,Fingers Crossed,"Three Name Productions, Inc./ Island Records & Republic Records",7,-1,1,949641,AU,Australia,Q1,2022,merged_data_2022.csv
8,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,Sacrifice,XO / Republic Records,8,-1,1,944190,AU,Australia,Q1,2022,merged_data_2022.csv
9,spotify:track:20on25jryn53hWghthWWW3,"ACRAZE, Cherish",Do It To It,Thrive Music,5,5,11,925139,AU,Australia,Q1,2022,merged_data_2022.csv
10,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,2,6,29,917353,AU,Australia,Q1,2022,merged_data_2022.csv
11,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,2,9,25,904904,AU,Australia,Q1,2022,merged_data_2022.csv
12,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,10,10,15,851034,AU,Australia,Q1,2022,merged_data_2022.csv
13,spotify:track:52xJxFP6TqMuO4Yt0eOkMz,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno,Walt Disney Records,13,18,3,824845,AU,Australia,Q1,2022,merged_data_2022.csv
14,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,12,16,800779,AU,Australia,Q1,2022,merged_data_2022.csv
15,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,1,11,35,765549,AU,Australia,Q1,2022,merged_data_2022.csv
16,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,14,14,9,736171,AU,Australia,Q1,2022,merged_data_2022.csv
17,spotify:track:7AVyve7cFYTd51ha5i9kE2,"Luude, Colin Hay",Down Under (feat. Colin Hay),Sweat It Out,17,40,4,708975,AU,Australia,Q1,2022,merged_data_2022.csv
18,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,1,13,40,687069,AU,Australia,Q1,2022,merged_data_2022.csv
19,spotify:track:0mL82sxCRjrs3br407IdJh,The Weeknd,Is There Someone Else?,XO / Republic Records,19,-1,1,684256,AU,Australia,Q1,2022,merged_data_2022.csv
20,spotify:track:00Blm7zeNqgYLPtW6zg8cj,"Post Malone, The Weeknd",One Right Now (with The Weeknd),Republic Records,10,16,10,680205,AU,Australia,Q1,2022,merged_data_2022.csv
21,spotify:track:6f5ExP43esnvdKPddwKXJH,"NEIKED, Mae Muller, Polo G",Better Days (NEIKED x Mae Muller x Polo G),Capitol Records UK / EMI,8,15,12,636728,AU,Australia,Q1,2022,merged_data_2022.csv
22,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,6,17,17,636280,AU,Australia,Q1,2022,merged_data_2022.csv
23,spotify:track:760jhRscwGbIIe1m1IIQpU,Jessica Darrow,Surface Pressure,Walt Disney Records,23,44,2,576388,AU,Australia,Q1,2022,merged_data_2022.csv
24,spotify:track:5dXWFMwD7I7zXsInONVl0H,SZA,I Hate U,Top Dawg Entertainment/RCA Records,15,19,6,566660,AU,Australia,Q1,2022,merged_data_2022.csv
25,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,12,21,25,563989,AU,Australia,Q1,2022,merged_data_2022.csv
26,spotify:track:5rW7qTn83sCKtqBoneJs63,"bbno$, Rich Brian",edamame,bbno$,26,26,18,554673,AU,Australia,Q1,2022,merged_data_2022.csv
27,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,Emmy Meli,I AM WOMAN,Disruptor Records/Arista Records,24,24,8,546034,AU,Australia,Q1,2022,merged_data_2022.csv
28,spotify:track:2SLwbpExuoBDZBpjfefCtV,The Weeknd,Out of Time,XO / Republic Records,28,-1,1,543909,AU,Australia,Q1,2022,merged_data_2022.csv
29,spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,The Weeknd,Gasoline,XO / Republic Records,29,-1,1,540210,AU,Australia,Q1,2022,merged_data_2022.csv
30,spotify:track:2Ghp894n1laIf2w98VeAOJ,The Weeknd,How Do I Make You Love Me?,XO / Republic Records,30,-1,1,540127,AU,Australia,Q1,2022,merged_data_2022.csv
31,spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,1,20,42,537090,AU,Australia,Q1,2022,merged_data_2022.csv
32,spotify:track:6gPPoRYJwCsoB2VVdPJfmo,David Kushner,Miserable Man,Miserable Music Group,32,-1,1,524094,AU,Australia,Q1,2022,merged_data_2022.csv
33,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,3,25,31,520480,AU,Australia,Q1,2022,merged_data_2022.csv
34,spotify:track:2gpWyfu7eZ01zzncHpxOtA,"Swedish House Mafia, The Weeknd",Moth To A Flame (with The Weeknd),Republic Records,8,39,12,517693,AU,Australia,Q1,2022,merged_data_2022.csv
35,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,32,32,4,512519,AU,Australia,Q1,2022,merged_data_2022.csv
36,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,4,22,66,503181,AU,Australia,Q1,2022,merged_data_2022.csv
37,spotify:track:0qOvlEzD7xU35GLFT8DF1t,"Havana Brown, Hooligan Hefs, Teddy Cream",We Run The Night - Teddy Cream Remix,Universal Music Australia Pty. Ltd.,28,28,5,502204,AU,Australia,Q1,2022,merged_data_2022.csv
38,spotify:track:07MDkzWARZaLEdKxo6yArG,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,"MSFTSMusic / Roc Nation Records, LLC",10,30,20,488711,AU,Australia,Q1,2022,merged_data_2022.csv
39,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,17,31,16,485579,AU,Australia,Q1,2022,merged_data_2022.csv
40,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,23,23,264,484010,AU,Australia,Q1,2022,merged_data_2022.csv
41,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,29,111,466576,AU,Australia,Q1,2022,merged_data_2022.csv
42,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Adele,Oh My God,Columbia,4,41,8,460777,AU,Australia,Q1,2022,merged_data_2022.csv
43,spotify:track:2vgUijXOTRMnWXDtvgMp2b,The Weeknd,Take My Breath,XO / Republic Records,43,-1,1,458574,AU,Australia,Q1,2022,merged_data_2022.csv
44,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,7,27,184,456554,AU,Australia,Q1,2022,merged_data_2022.csv
45,spotify:track:1NhjYYcYTRywc0di98xHxf,"The Weeknd, Tyler, The Creator","Here We Go… Again (feat. Tyler, the Creator)",XO / Republic Records,45,-1,1,455634,AU,Australia,Q1,2022,merged_data_2022.csv
46,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,The Weeknd,Less Than Zero,XO / Republic Records,46,-1,1,452749,AU,Australia,Q1,2022,merged_data_2022.csv
47,spotify:track:1E5Xu8dur0fAjSP1VpVhAZ,The Weeknd,Best Friends,XO / Republic Records,47,-1,1,449143,AU,Australia,Q1,2022,merged_data_2022.csv
48,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,Jason Derulo,Acapulco,Atlantic Records,33,33,13,444057,AU,Australia,Q1,2022,merged_data_2022.csv
49,spotify:track:5YqdiryRmdAzYFlxo43hAJ,Vance Joy,Missing Piece,Atlantic Records,19,38,34,438091,AU,Australia,Q1,2022,merged_data_2022.csv
50,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,Kemosabe Records/RCA Records,7,42,31,432847,AU,Australia,Q1,2022,merged_data_2022.csv
1,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,1,-1,1,2806828,AU,Australia,Q2,2022,merged_data_2022.csv
2,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,1,88,1066604,AU,Australia,Q2,2022,merged_data_2022.csv
3,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,2,39,954218,AU,Australia,Q2,2022,merged_data_2022.csv
4,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,1,3,34,841193,AU,Australia,Q2,2022,merged_data_2022.csv
5,spotify:track:531KGXtBroSrOX9LVmiIgc,Dave,Starlight,Dave / Neighbourhood Recordings,4,4,5,838437,AU,Australia,Q2,2022,merged_data_2022.csv
6,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,4,5,27,805129,AU,Australia,Q2,2022,merged_data_2022.csv
7,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,2,7,41,753790,AU,Australia,Q2,2022,merged_data_2022.csv
8,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,4,6,30,751686,AU,Australia,Q2,2022,merged_data_2022.csv
9,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,2,11,37,730973,AU,Australia,Q2,2022,merged_data_2022.csv
10,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,8,8,28,708525,AU,Australia,Q2,2022,merged_data_2022.csv
11,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,6,9,29,703026,AU,Australia,Q2,2022,merged_data_2022.csv
12,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,4,10,21,672491,AU,Australia,Q2,2022,merged_data_2022.csv
13,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,1,12,47,650954,AU,Australia,Q2,2022,merged_data_2022.csv
14,spotify:track:0QBzMgT7NIeoCYy3sJCof1,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,14,15,5,621729,AU,Australia,Q2,2022,merged_data_2022.csv
15,spotify:track:0oA9wBGDY4uyILLg4GymWP,"AnnenMayKantereit, Giant Rooks",Tom's Diner,Vertigo Berlin,15,16,4,598860,AU,Australia,Q2,2022,merged_data_2022.csv
16,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,14,14,21,589138,AU,Australia,Q2,2022,merged_data_2022.csv
17,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,17,18,8,576207,AU,Australia,Q2,2022,merged_data_2022.csv
18,spotify:track:3Oww84xrmgjyr5J1ilOmAf,"Luude, Colin Hay",Down Under (feat. Colin Hay),Sweat It Out,7,13,16,575615,AU,Australia,Q2,2022,merged_data_2022.csv
19,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,17,25,568554,AU,Australia,Q2,2022,merged_data_2022.csv
20,spotify:track:2oqlgNaWn1ewr3FNKYLoie,"Brothers, Joel Fletcher",LET'S TROT!,WM Australia,20,20,3,560566,AU,Australia,Q2,2022,merged_data_2022.csv
21,spotify:track:1HvTxgCj0mTzQlEo0zLvFb,Lil Tjay,In My Head,Columbia,21,-1,1,547375,AU,Australia,Q2,2022,merged_data_2022.csv
22,spotify:track:5A5bLKdL5I3k3FTEQlAUw7,"SUPER-Hi, NEEKA",Following the Sun,BLENDED,22,22,6,547316,AU,Australia,Q2,2022,merged_data_2022.csv
23,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,1,24,52,538422,AU,Australia,Q2,2022,merged_data_2022.csv
24,spotify:track:59CfNbkERJ3NoTXDvoURjj,Dove Cameron,Boyfriend,Disruptor Records/Columbia,13,21,8,524151,AU,Australia,Q2,2022,merged_data_2022.csv
25,spotify:track:20on25jryn53hWghthWWW3,"ACRAZE, Cherish",Do It To It,Thrive Music,5,23,23,515749,AU,Australia,Q2,2022,merged_data_2022.csv
26,spotify:track:52xJxFP6TqMuO4Yt0eOkMz,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno,Walt Disney Records,5,19,15,511230,AU,Australia,Q2,2022,merged_data_2022.csv
27,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,Shawn Mendes,When You're Gone,Shawn Mendes LP4-5 PS/ Island,27,-1,1,508105,AU,Australia,Q2,2022,merged_data_2022.csv
28,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,12,25,37,504575,AU,Australia,Q2,2022,merged_data_2022.csv
29,spotify:track:0IuVhCflrQPMGRrOyoY5RW,Tate McRae,she's all i wanna be,RCA Records Label,19,27,9,493797,AU,Australia,Q2,2022,merged_data_2022.csv
30,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,23,31,276,493779,AU,Australia,Q2,2022,merged_data_2022.csv
31,spotify:track:3o9kpgkIcffx0iSwxhuNI2,Em Beihold,Numb Little Bug,"Republic Records/Moon Projects, LLC.",27,30,10,477473,AU,Australia,Q2,2022,merged_data_2022.csv
32,spotify:track:3GZD6HmiNUhxXYf8Gch723,Frank Ocean,Lost,Red Zone Entertainment / IDJ,17,28,22,473691,AU,Australia,Q2,2022,merged_data_2022.csv
33,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,22,26,16,473348,AU,Australia,Q2,2022,merged_data_2022.csv
34,spotify:track:3yMC1KsTwh0ceXdIe4QQAQ,Lauren Spencer Smith,Fingers Crossed,"Three Name Productions, Inc./ Island Records & Republic Records",7,32,13,451471,AU,Australia,Q2,2022,merged_data_2022.csv
35,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,1,49,65,435468,AU,Australia,Q2,2022,merged_data_2022.csv
36,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,20,35,11,432152,AU,Australia,Q2,2022,merged_data_2022.csv
37,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,4,37,78,428404,AU,Australia,Q2,2022,merged_data_2022.csv
38,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,38,38,145,420429,AU,Australia,Q2,2022,merged_data_2022.csv
