country,country_code,year,BM.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,GC.TAX.INTT.RV.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR,IT.NET.USER.ZS,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NY.GDP.DEFL.KD.ZG,NY.GDP.DEFL.KD.ZG.AD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SE.ADT.1524.LT.ZS,SE.ADT.LITR.ZS,SI.POV.GINI,SP.POP.GROW,SP.POP.TOTL,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,SP.URB.GROW,SP.URB.TOTL.IN.ZS,ST.INT.ARVL,ST.INT.DPRT,ST.INT.XPND.CD
Singapore,SGP,2020,12.8268367757845,22.841082837391,,150.259,26.8623,729931.0,92.0043,181.782024531778,150.258780950135,-2.39290245566239,-2.39290245566239,-3.81470885510713,61410.0792630788,99.7300033569336,97.129997253418,,-0.311904961250833,5685807.0,,0.0,-0.311904961250821,100.0,2742000.0,1543000.0,
Singapore,SGP,2021,16.6602777743773,33.3045808694371,,157.978,27.5211,963602.0,96.9247,182.710806574886,146.450577108876,10.9292875816122,10.9292875816122,9.7568044629903,80056.1288247844,99.8899993896484,97.6500015258789,,-4.17033630017526,5453566.0,,0.0,-4.17033630017526,100.0,,,
Singapore,SGP,2022,11.8537102479729,29.414237864711,,173.005,27.551,1198709.0,95.9539,186.114290787201,146.235276967639,14.9214101290688,14.9214101290688,4.10800021897151,90299.0694637269,,,,3.30862052439523,5637022.0,,0.0,3.30862052439523,100.0,,,
Singapore,SGP,2023,7.7058753819462,26.2141035698283,,173.2,27.4344,1353061.0,94.2852,181.561322405378,144.131901648402,-5.0186426400397,-5.0186426400397,1.82140694115385,85412.230345235,,,,4.85831607781442,5917648.0,,0.0,4.85831607781442,100.0,,,
Singapore,SGP,2024,10.0947685766209,27.7575647897243,,,,1265721.0,94.3776,178.776286814392,143.595141120325,3.24187076847286,3.24187076847286,4.38802362461865,90674.066632628,,,,1.99449365639324,6036860.0,,0.0,1.99449365639326,100.0,,,
South Africa,ZAF,2019,0.806754603409893,1.31407752293306,3.39332205956281,162.739,2.09834,840493.0,69.6969,27.2021294051151,26.6958670030255,4.61352469052481,4.61352469052481,0.25993557687633,6533.71121032856,98.4100036621094,95.0199966430664,,1.64957495527878,59587885.0,0.149302717288393,33.144,2.40176716385477,66.856,14797000.0,,5866000000.0
South Africa,ZAF,2020,-0.572783267129974,0.933073684352394,2.98928960559051,158.447,2.15159,855339.0,72.1128,27.5759141603963,23.1837449200214,5.3913943350576,5.3913943350576,-6.1689177146757,5580.60383075189,,,,1.62216431400652,60562381.0,0.10822600603684,32.646,2.3642890283083,67.354,3886600.09765625,,1594000000.0
South Africa,ZAF,2021,0.0241341081623645,9.6602653363801,3.14706810841518,163.128,2.75541,987583.0,74.9686,31.1035988061883,24.9311150310516,6.53869058287115,6.53869058287115,4.95503259440756,6843.39941886204,96.6999969482422,90.0,,1.54055743832642,61502603.0,0.01889944879368,32.153,2.26984532182972,67.847,,,
South Africa,ZAF,2022,0.583562977630042,2.27046857469365,3.72566269936753,160.729,3.12297,935049.0,75.4556,33.3714495540545,31.4115525789563,4.99247138395964,4.99247138395964,1.91147996033504,6523.41097815853,,,,1.41397227960081,62378410.0,-0.115404509414237,31.665,2.13066233576154,68.335,,,
South Africa,ZAF,2023,-0.733714859269321,1.01471020714548,,171.509,3.40566,934721.0,75.6592,32.7545268675424,32.4255686814627,4.80427142694981,4.80427142694981,0.698485193724835,6022.54254192335,,,,1.32810094082844,63212384.0,-0.212207266241273,31.181,2.03388201639385,68.819,,,
South Africa,ZAF,2024,-0.315766270440371,0.582175041986934,,,,1066247.0,,31.8498451859901,29.8527528715858,3.8432983868135,3.8432983868135,0.579853692303914,6253.37158194543,97.1699981689453,91.1500015258789,,1.24951426055192,64007187.0,-0.298594745367228,30.702,1.94312982083253,69.298,,,
Spain,ESP,2019,2.9067834147218,2.16052375036307,,116.696,32.922,834027.0,90.7187,34.6755629292261,31.6906621148431,1.42867123652391,1.42867123652391,1.96117850841711,29786.5245689007,,,34.3,0.716697775475724,47118501.0,-0.530950516680407,19.435,1.02001764768787,80.565,126170000.0,22816000.0,
Spain,ESP,2020,4.3639170223537,2.92165980781023,,116.712,33.9528,1022461.0,93.2056,30.4810248544563,28.9651031602513,1.13391454164042,1.13391454164042,-10.9400706350371,27233.9426461608,99.620002746582,98.5899963378906,34.9,0.510010189620998,47359424.0,-0.758623972631372,19.19,0.813653099210624,80.81,36410000.0,6236000.0,
Spain,ESP,2021,3.50614720923462,4.42272902452136,,119.0,34.9302,1185347.0,93.8975,33.7570843255301,32.7675046176609,2.55611236501613,2.55611236501613,6.68314420473001,30799.4775937775,99.7300033569336,99.6999969482422,33.9,0.178046695121711,47443821.0,-1.11215832307533,18.944,0.482002006721022,81.056,,,
Spain,ESP,2022,4.83719251483578,4.52740675341745,,123.4,35.7846,1292439.0,94.4855,39.7551303881907,38.8724320759099,4.71187421007816,4.71187421007816,6.17931219966114,30270.2687017458,,,33.6,0.718854879160094,47786102.0,-0.598902115526839,18.696,1.02434695745198,81.304,,,
Spain,ESP,2023,2.44889482735525,2.6512753496567,,127.715,37.2148,1389353.0,95.4456,38.0592582111746,34.1324706805738,6.23528006974459,6.23528006974459,2.6756634629066,33509.0127982139,,,33.4,1.16881504089364,48347910.0,-0.166557369715535,18.448,1.47338087747604,81.552,,,
Spain,ESP,2024,3.29082807549289,1.98001092809134,,,,1464800.0,95.7575,37.2927827939586,33.0122572688199,2.9829920792457,2.9829920792457,3.15019564517223,35297.0094995565,,,,0.945355767423027,48807137.0,-0.419063544342617,18.198,1.25143809575998,81.802,,,
Sweden,SWE,2019,4.11916863469749,2.98447516897391,,125.457,39.2906,264047.0,94.4934,48.2412138172619,44.2798696637669,2.42065005761071,2.42065005761071,2.54964787203104,51773.0464558993,,,29.3,1.01372226345511,10278887.0,-1.21477073615386,12.292,1.33004433880562,87.708,7616000.0,19061000.0,
Sweden,SWE,2020,4.14373532409917,3.39683456902909,,123.549,40.368,338969.0,94.5394,44.2599429832196,40.0708387887778,1.79366290628502,1.79366290628502,-2.0053375219518,52653.7565934247,,,28.9,0.722703912882934,10353442.0,-1.49005557601014,12.023,1.02894002235642,87.977,1957000.0,6081000.0,
Sweden,SWE,2021,9.93934993975539,9.09954665874792,,124.961,40.8351,402066.0,94.6703,47.2996459572001,42.9783402221752,2.74063332906569,2.74063332906569,5.93750858896414,61174.9680215622,,,29.8,0.600591532839468,10415811.0,-1.59410510031156,11.762,0.896813771764536,88.238,,,
Sweden,SWE,2022,11.3604101168669,9.31834204985397,,140.782,40.6093,480359.0,95.0097,53.8802781349213,51.974737140744,5.781937156664,5.781937156664,1.45928849980044,55296.9371472535,,,31.6,0.68058286829853,10486941.0,-1.50261159474462,11.508,0.968032399844047,88.492,,,
Sweden,SWE,2023,7.02154328424454,3.14953629798377,,140.266,40.734,558403.0,95.7033,55.3822247813677,51.3586535274542,6.03613421896053,6.03613421896053,-0.114161935397789,55567.0890080496,,,29.3,0.472717863265105,10536632.0,-1.68813169818885,11.262,0.750326881306508,88.738,,,
Sweden,SWE,2024,5.67950808846561,4.72920886954297,,,,582362.0,95.5293,54.601308444525,50.2096858272109,2.78772865046054,2.78772865046054,0.973832212948594,57723.2345031532,,,,0.313432129983607,10569709.0,-1.82245332437513,11.024,0.581270101200291,88.976,,,
Turkiye,TUR,2019,0.395660524797483,1.24926755538016,1.4389807755633,94.6498,16.6733,453706.0,73.9767,33.0742160572998,30.1190768431148,13.8677568970462,13.8677568970462,0.818514526726673,9215.44049888114,99.9100036621094,96.7399978637695,43.8,1.42969688109789,82579440.0,-0.548955802481099,24.37,2.07570312325182,75.63,51747000.0,9651000.0,5354000000.0
Turkiye,TUR,2020,0.451315602824872,1.04423130250652,1.78098964848134,95.3961,19.4384,570108.0,77.6696,29.1207901808282,32.2229655859371,14.7893415893496,14.7893415893496,1.85987303976462,8638.73903848102,,,43.0,0.970386031353162,83384680.0,-0.997981310132594,23.895,1.59648082414676,76.105,15971000.0,2243000.0,1639000000.0
Turkiye,TUR,2021,0.786714671067437,1.54586383583081,1.68715518299552,99.5415,20.9211,652636.0,81.4084,35.7436961064769,35.338747854855,28.9730004765532,28.9730004765532,11.4393956926566,9743.21277804855,99.9599990844727,97.2600021362305,44.4,0.910444902564511,84147318.0,-1.05048408041077,23.431,1.51827751324798,76.569,,,
Turkiye,TUR,2022,0.543920155462904,1.5195369726187,2.10578210553056,103.721,21.823,778926.0,83.4372,38.5842021809785,42.5859275135465,96.0361986700836,96.0361986700837,5.53342787492781,10674.504157865,92.23,,44.5,0.984586244469359,84979913.0,-0.967684992337478,22.978,1.5744667681167,77.022,,,
Turkiye,TUR,2023,0.533242497111342,0.953004409142305,1.89541355790661,105.684,22.4592,843190.0,85.9607,31.9158356904098,34.3607690189066,68.233934158098,68.233934158098,5.11116818488702,13105.6585004778,,,,0.406389351118662,85325965.0,-1.53149049965711,22.537,0.977319087907462,77.463,,,
Turkiye,TUR,2024,0.499677005496773,0.887433012030944,,,,949548.0,87.3079,28.045069179622,27.7767152730999,58.4849131803454,58.4849131803454,3.18402435479221,15473.2872636856,,,,0.225580501096507,85518661.0,-1.70083319910077,22.107,0.779150192091715,77.893,,,
United Kingdom,GBR,2019,-0.753954193168224,0.694070007703284,0.0037352358134409,120.25,40.0228,2405337.0,92.5166,31.63478028095,33.0303533562736,2.13295139419517,2.13295139419517,1.62447518038404,42794.0022648288,,,32.8,0.514596380840432,66631000.0,-1.02716494963622,16.348,0.818697366540708,83.652,40857000.0,93086000.0,
United Kingdom,GBR,2020,0.607703721532752,5.82864205974733,0.0360576076622416,117.305,40.5775,2445275.0,94.8182,29.6697957580892,29.1113418392136,4.96982050842443,4.96982050842443,-10.296918859171,40404.8062238951,,,32.6,0.169447088341033,66744000.0,-1.37781568262727,16.097,0.469050071710464,83.903,11101000.0,23827000.0,
United Kingdom,GBR,2021,5.1139669551206,0.160847823124997,0.625831825454981,117.887,41.1135,2954879.0,96.1965,29.1802747877833,29.4042618360024,0.066556651367506,0.066556651367506,8.57595087393024,46926.475736105,,,32.4,0.358937930235741,66984000.0,-1.20002904544029,15.848,0.655270844323942,84.152,,,
United Kingdom,GBR,2022,4.01052148511915,1.44178892281254,0.66293169840383,119.834,41.2867,3003030.0,96.2989,33.5671944737788,35.3133356660075,5.44390476600624,5.44390476600624,4.83908517877134,46062.9914079698,,,,0.921336799385098,67604000.0,-0.643080767671125,15.602,1.21323809207328,84.398,,,
United Kingdom,GBR,2023,0.896398790352631,0.409209760829812,0.588538120123717,122.796,41.4368,3243401.0,96.2988,31.9794112168664,33.0529270411278,6.88853758661627,6.88853758661627,0.39708234553963,49200.8101526146,,,,1.30497972307431,68492000.0,-0.271282966612711,15.358,1.59366947201538,84.642,,,
United Kingdom,GBR,2024,1.87457090384564,0.0961822157060986,,,,4738464.0,,30.6377190511784,31.7697823457053,4.01174057473806,4.01174057473806,1.10066786639271,52636.7865943853,,,,1.0659564474212,69226000.0,-0.522314201334024,15.116,1.3514582215665,84.884,,,
United States,USA,2019,0.533551977898589,1.46696501417689,2.08682236588789,105.321,33.8352,40706354.0,89.4303,11.7891974097286,14.4692832148142,1.65046566913468,1.65046566913468,2.58382533018889,65227.9565911038,,,41.9,0.515108555014533,330226227.0,-0.635535299847193,17.541,0.761595157723461,82.459,165478000.0,170930093.75,186079000000.0
United States,USA,2020,1.32213923271427,0.641871902381299,1.81442616676516,103.855,35.7157,46678110.0,90.3447,10.0736556273372,13.0061222420701,1.32883273821456,1.32883273821456,-2.16302913866512,64401.5074354212,,,40.0,0.408427566758519,331577720.0,-0.767144169036004,17.336,0.656727102951006,82.664,45037000.0,60549898.4375,48837000000.0
United States,USA,2021,1.44482297771508,2.01829546351403,1.99996947348267,106.325,37.0074,52122869.0,91.2684,10.7909781995156,14.422677831261,4.56598550261991,4.56598550261991,6.05505293304556,71307.4017277218,,,39.7,0.157317408951545,332099760.0,-1.0555930668173,17.127,0.409829196265549,82.873,,,
United States,USA,2022,1.49516899231292,1.60299809746593,1.9742343841129,108.786,37.4888,60194281.0,92.2016,11.6022279170372,15.2894619130397,7.1294808542103,7.1294808542103,2.5123753198332,77860.9112908848,,,41.7,0.575744520494521,334017321.0,-0.663880303790005,16.916,0.830027438814483,83.084,,,
United States,USA,2023,1.26650801031099,1.30568089005227,1.67368059775669,112.411,38.1475,62879335.0,93.1444,11.0115112856601,13.8878518583345,3.59839135378085,3.59839135378085,2.88755600905984,82304.6204272866,,,41.8,0.83149318773707,336806231.0,-0.441650933728023,16.702,1.08873258073205,83.298,,,
United States,USA,2024,1.10388286541426,1.01784861961104,,,,66850221.0,,10.8968750610333,13.9911166360401,2.41809815948876,2.41809815948876,2.79619035621393,85809.9003846356,,,,0.976421684505429,340110988.0,-0.331339129782075,16.485,1.23659363787414,83.515,,,
