country,country_code,year,BM.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,GC.TAX.INTT.RV.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR,IT.NET.USER.ZS,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NY.GDP.DEFL.KD.ZG,NY.GDP.DEFL.KD.ZG.AD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SE.ADT.1524.LT.ZS,SE.ADT.LITR.ZS,SI.POV.GINI,SP.POP.GROW,SP.POP.TOTL,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,SP.URB.GROW,SP.URB.TOTL.IN.ZS,ST.INT.ARVL,ST.INT.DPRT,ST.INT.XPND.CD
Nigeria,NGA,2021,0.412380056004151,0.751578312174957,,89.2916,0.0301639,13450.0,35.5098,,,10.1310336867347,10.1310336867347,3.64718654072446,2017.27486481527,73.6699981689453,63.1599998474121,,2.09618685225463,218529286.0,0.442355120450979,47.254,3.60141045433703,52.746,,,
Nigeria,NGA,2022,-0.0140474676673227,-0.0391267487603444,,99.5852,0.0433814,10509.0,37.6975,,,11.3113349413983,11.3113349413983,3.25168140827093,2139.37478476974,,,33.9,2.09281687128387,223150896.0,0.439145854373204,46.479,3.55143301410608,53.521,,,
Nigeria,NGA,2023,0.0703163193463305,0.514645981301691,,98.4773,0.0512838,10847.0,39.2136,,,12.6218692275514,12.6218692275514,2.86021499108364,1596.63696129001,,,,2.09838916935738,227882945.0,0.445351385252193,45.717,3.51208939849018,54.283,,,
Nigeria,NGA,2024,0.217274367708429,0.57536877367597,,,,22887.0,,,,14.4500702250751,14.4500702250751,3.42643947135149,806.945695055244,81.3600006103516,70.4100036621094,,2.08297776184189,232679478.0,0.435515564317608,44.97,3.44971685567002,55.03,,,
Poland,POL,2019,0.890848611819982,3.15455649244208,,126.597,20.5043,782319.0,80.4359,52.6128934811742,48.9681403361987,3.02644690867653,3.02644690867653,4.58045817256199,15874.5220531254,,,28.8,-0.0244271070993493,37965475.0,0.028134459433428,39.963,-0.0593988549139279,60.037,88515000.0,50600000.0,10161000000.0
Poland,POL,2020,0.837247273001203,3.31499087827758,,129.288,21.9256,954351.0,83.1849,52.4338855199248,46.8252057104188,4.23859434856777,4.23859434856777,-2.03556882399977,16150.9291009726,,,28.5,-1.19164026205913,37515748.0,-1.20665962263319,39.957,-1.18164403219459,60.043,,,5547000000.0
Poland,POL,2021,1.48294288221985,5.44306784714588,,132.987,22.8166,1161013.0,85.3749,57.0379760723016,53.836306949643,5.34023602800748,5.34023602800748,6.92718266052501,18635.5088812509,,,28.5,-1.4341408496549,36981559.0,-1.5142590880355,39.925,-1.38085987078673,60.075,,,
Poland,POL,2022,1.8117975417708,6.00626051695503,,137.002,23.8373,1280389.0,86.9411,62.3525162455456,60.6688166147992,10.689577427514,10.689577427514,5.25545697386036,18891.213529396,,,28.9,-0.433070695882457,36821749.0,-0.580957267257251,39.866,-0.334908198715239,60.134,,,
Poland,POL,2023,1.81881709224501,4.22376174713947,,135.146,26.114,1369941.0,86.4147,57.8812710195434,52.1436640222717,9.86569270234997,9.86569270234997,0.249610834017872,22145.2643088909,,,28.5,-0.365658526875775,36687353.0,-0.576582007192876,39.782,-0.226071069710855,60.218,,,
Poland,POL,2024,0.913417798845877,2.33629423834068,,,,1503749.0,88.585,52.3289523696531,48.3211890119982,3.58714469894088,3.58714469894088,2.9233880806669,25022.6716445953,,,,-0.362213037220326,36554707.0,-0.64414786614845,39.67,-0.176392637156736,60.33,,,
Singapore,SGP,2019,18.4005860588162,28.3315504321637,,159.347,26.5276,698581.0,88.9493,176.891299992751,147.50368512255,-0.424898726497446,-0.424898726497446,1.30804118153127,65952.0378959293,99.9300003051758,97.4800033569336,,1.14428330688929,5703569.0,,0.0,1.14428330688929,100.0,19116000.0,10711000.0,
