rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,country_code,country_name,quarter,year
10,spotify:track:7koAf6aZgjO6TS7bipfPD0,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,WEA Latina,2,9,17,1211614,CO,Colombia,Q4,2025
11,spotify:track:1kJyDcBrZ7rSKnFtKc82vm,"Blessd, Ovy On The Drums",AMISTA,WEA Latina,2,12,24,1181185,CO,Colombia,Q4,2025
12,spotify:track:0lMafSfME2iJEE972bsQaK,"Kybba, Sean Paul, Ryan Castro, Busy Signal",Ba Ba Bad Remix,Basshall,2,11,15,1150187,CO,Colombia,Q4,2025
13,spotify:track:6OCNg7QchXJMww1LHMjIzb,"Nicky Jam, Beéle",Hiekka,Nicky Jam,1,6,23,1122459,CO,Colombia,Q4,2025
14,spotify:track:1C7NXX8UJ6pgNx8EkmyZDd,Beéle,si te pillara,5020 Records,6,14,20,1088316,CO,Colombia,Q4,2025
15,spotify:track:46ufabZP6oK3ixmN6Gd753,"Ryan Castro, Dongo",SANKA,AWOO Corp./Sony Music Latin,7,15,18,1079405,CO,Colombia,Q4,2025
16,spotify:track:0Qe2g06yzLBuuSvVmFiweP,"Nanpa Básico, Beéle",Hasta Aquí Llegué,5020 Records,3,17,64,1007168,CO,Colombia,Q4,2025
17,spotify:track:4zqFA9MOG86u7uugR8QFDU,"Kapo, Ryan Castro",DÓNDE,Sony Music Latin/La Industria,14,16,14,996212,CO,Colombia,Q4,2025
18,spotify:track:0nafF9MxcXJBQWv3BTKtdF,"KAROL G, Feid",Verano Rosa,Bichota/Interscope Records,5,19,16,937057,CO,Colombia,Q4,2025
19,spotify:track:569xAmXCkpM3IsEOiG4hWe,"Kenny Die, Blessd, Kris R., Sebas",Ultra Complicado (feat. Sebas) - Remix,WEA Latina,3,20,34,928273,CO,Colombia,Q4,2025
20,spotify:track:2tKVinInf0PJS1iG04zzqi,"Blessd, Sebastian Ledher, Tayson Kryss, Joseph Ren",UNA NOCHE DE LOCURA,WEA Latina,10,18,20,891967,CO,Colombia,Q4,2025
21,spotify:track:1PREzVLuDT6PSE9sej4wnV,"Fuerza Regida, Grupo Frontera",COQUETA,Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin,19,21,23,844485,CO,Colombia,Q4,2025
22,spotify:track:0fMjldiEpgjbWQ4bBQwVzH,Kapo,UWAIE,Sony Music Latin/La Industria,1,24,60,842581,CO,Colombia,Q4,2025
23,spotify:track:6uiQ0DqbXTBc8tl0AUKZkR,Rels B,TU VAS SIN (fav),DALE PLAY Records / Flakk Team,14,22,14,823483,CO,Colombia,Q4,2025
24,spotify:track:13BDiikG6y5o5cQTK0HpW6,"W Sound, Blessd, Ovy On The Drums",Soltera - W Sound 01,WEA Latina,1,23,62,801517,CO,Colombia,Q4,2025
25,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,1,25,97,755943,CO,Colombia,Q4,2025
26,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,11,30,47,747796,CO,Colombia,Q4,2025
27,spotify:track:2btNsI4OvcVl7SAHQQDHFB,"Blessd, Ovy On The Drums",Mírame,WEA Latina,1,49,77,741266,CO,Colombia,Q4,2025
28,spotify:track:7ns16ylM6sbxo9ZWIwyE5d,"Danny Ocean, Kapo",Imagínate,Atlantic Records,1,33,48,713622,CO,Colombia,Q4,2025
29,spotify:track:3ClyThLf2bguwdMcm7hqZ2,"Kris R., Blessd",COSITAS,WEA Latina,16,29,9,705041,CO,Colombia,Q4,2025
30,spotify:track:1o4xkdBe0RjSf2u6VXi4OI,"Yan Block, Panda Black",444,SONAR LLC.,27,27,64,700522,CO,Colombia,Q4,2025
31,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,1,26,40,698567,CO,Colombia,Q4,2025
32,spotify:track:3CbiuLMBPM6uV4a7HvkOib,"Tony Dize, Plan B",Solos,Pina Records,29,41,156,693521,CO,Colombia,Q4,2025
33,spotify:track:3mg9jYNC1NihbthlglzrWP,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,Bichota/Interscope Records,1,36,48,675259,CO,Colombia,Q4,2025
34,spotify:track:27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,BIGHIT MUSIC,30,54,20,671534,CO,Colombia,Q4,2025
35,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,2,38,328,670426,CO,Colombia,Q4,2025
36,spotify:track:3ddJ8Vbc5tYPxq5zKRVke6,"KAROL G, Marco Antonio Solís",Coleccionando Heridas,Bichota/Interscope Records,10,34,16,664206,CO,Colombia,Q4,2025
37,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,Pina Records,18,28,245,663739,CO,Colombia,Q4,2025
38,spotify:track:4sTnItbNUAcS5KDG6vTA5B,"Blessd, Los Money Makers, Prodmonja",URUS BLUE,WEA Latina,32,35,19,653006,CO,Colombia,Q4,2025
39,spotify:track:482PEx8hfMHSsuGtHd960A,Kapo,OHNANA,Sony Music Latin/La Industria,3,39,69,645648,CO,Colombia,Q4,2025
40,spotify:track:4RLpkB6wWcFQyT0KDcxVNW,Reykon,GUAIA,Ciudad de Dios,40,42,3,641617,CO,Colombia,Q4,2025
41,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Rimas Entertainment LLC,39,40,279,632146,CO,Colombia,Q4,2025
42,spotify:track:1dosSsKwYF7hoQA2kuu6wI,Taylor Swift,The Fate of Ophelia,Taylor Swift,42,-1,1,627440,CO,Colombia,Q4,2025
43,spotify:track:4TFjpINnVhINpTdrtNQIvx,"Kapo, Feid",X TI,Sony Music Latin/La Industria,19,37,14,616261,CO,Colombia,Q4,2025
44,spotify:track:0akaZYAc94xnVRKpuP2Lvt,"Blessd, Kris R.",JOKER,WEA Latina,12,32,20,610624,CO,Colombia,Q4,2025
45,spotify:track:0JoHqmlqE0W0i9prt6kcHR,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Sony Music Latin,16,44,112,584315,CO,Colombia,Q4,2025
46,spotify:track:614NVFo5csQqRnryl4jXs2,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Machete Music,46,93,10,577367,CO,Colombia,Q4,2025
47,spotify:track:3fmw8iIyQDS2L7nE6Wd0xG,Beéle,sobelove,5020 Records,5,31,31,575930,CO,Colombia,Q4,2025
48,spotify:track:5U3sC7aA5NxoMSeI1kmO2n,"Blessd, Los Money Makers, Prodmonja",NUEVA YORK,WEA Latina,42,73,19,560631,CO,Colombia,Q4,2025
49,spotify:track:4feh4Ak3ZJfC6ibxkNzlkE,"Boza, ELENA ROSE",orióN,Sony Music Latin,6,66,69,557732,CO,Colombia,Q4,2025
50,spotify:track:5DdLSEyKh8zgCrJq2hFj92,"Yan Block, TORRRES",Yo sé,SONAR LLC.,42,51,40,554963,CO,Colombia,Q4,2025
1,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,1,12,3269442,DE,Germany,Q1,2025
2,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",2,2,12,2605386,DE,Germany,Q1,2025
3,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,3,3,21,2385044,DE,Germany,Q1,2025
4,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,1,4,18,2193911,DE,Germany,Q1,2025
5,spotify:track:1v1cijv1qjMJ5o9OvMWACS,Nina Chuba,Fata Morgana,Jive,3,5,9,1940805,DE,Germany,Q1,2025
6,spotify:track:4495xO2HkmqoYIxQO2FvAH,Jazeek,Ma Baby,NINETYNINE MUSIC x Good Kid Records x Ventura Records,1,8,9,1737091,DE,Germany,Q1,2025
7,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,7,7,34,1732587,DE,Germany,Q1,2025
8,spotify:track:0uSHA5dbsCRMmzbidwhKwl,"Sosa La M, Luciano",Butcher,GOLD LEAGUE,4,6,5,1679225,DE,Germany,Q1,2025
9,spotify:track:1Es7AUAhQvapIcoh3qMKDL,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,6,11,15,1575803,DE,Germany,Q1,2025
10,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,10,16,5,1569662,DE,Germany,Q1,2025
11,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,8,15,18,1474526,DE,Germany,Q1,2025
12,spotify:track:5QgpJEqPmM1Z0IbpnMKad7,LACAZETTE,ICH,LACAZETTE,12,13,2,1466047,DE,Germany,Q1,2025
13,spotify:track:1ZAY0JeV4APCcfvRkwTWEH,"SAMIRA, Jazeek",Allein da - Radio Edit,NTK Entertainment & Ventura Records,9,9,3,1334852,DE,Germany,Q1,2025
14,spotify:track:6rdy1vGWSpfPxKnHujzMmY,"Bonez MC, Jugglerz",Toyota (2016),187 Strassenbande & Vertigo/Capitol,12,12,2,1296688,DE,Germany,Q1,2025
15,spotify:track:3wPPWcVuinAU7dXcJXtCID,"Naughty Boy, Sam Smith",La La La,Virgin Records Ltd,15,35,3,1270960,DE,Germany,Q1,2025
16,spotify:track:4b3W0IbHDwHCvjSs708Tr4,"AYLIVA, Apache 207",Wunder,Whiteheart Records/WM Germany,1,14,37,1225688,DE,Germany,Q1,2025
17,spotify:track:2PJV3Ef8OzZId9Jfvz9eCn,Loredana,SURPRISE,Loredana,17,-1,1,1217298,DE,Germany,Q1,2025
18,spotify:track:7bkUa9kDFGxgCC7d36dzFI,Berq,Rote Flaggen,Urban,3,26,28,1197829,DE,Germany,Q1,2025
19,spotify:track:77p59nG1oU5pzd20rPxBwC,"Jazeek, Luciano, Miksu / Macloud",PLAYBOYBUNNIES,NINETYNINE MUSIC x Good Kid Records x Ventura Records,3,18,14,1157381,DE,Germany,Q1,2025
20,spotify:track:64f3yNXsi2Vk76odcHCOnw,Shirin David,bauch beine po,Juicy Money Records,1,10,24,1077247,DE,Germany,Q1,2025
21,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,1,19,43,1027741,DE,Germany,Q1,2025
22,spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"BL3SS, CamrinWatsin, bbyclose",Kisses (feat. bbyclose),Atlantic Records UK,22,31,22,1021040,DE,Germany,Q1,2025
23,spotify:track:5nPbKG04fhLkIAjcPFaZq7,"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),Intercord,18,29,25,1019836,DE,Germany,Q1,2025
24,spotify:track:3pPMgoouYtezLiBTEeL9be,"FOURTY, Bausa, CHEKAA",VEMPA,Life is Pain,3,23,38,994316,DE,Germany,Q1,2025
25,spotify:track:3nHuKdFJZm78CoeBnDcFKe,Teddy Swims,Bad Dreams,Warner Records,25,40,10,993758,DE,Germany,Q1,2025
26,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,26,36,81,981599,DE,Germany,Q1,2025
27,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),Ministry of Sound Recordings,13,20,54,974207,DE,Germany,Q1,2025
28,spotify:track:6BPcUXYERAahpunmb0AovH,"Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),Riot Games,16,42,7,961055,DE,Germany,Q1,2025
29,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,9,30,39,933460,DE,Germany,Q1,2025
30,spotify:track:6leQi7NakJQS1vHRtZsroe,Pashanim,Mittelmeer,Urban,1,44,33,921926,DE,Germany,Q1,2025
31,spotify:track:4nV2TbyTbGljX58MKwPxvm,LACAZETTE,LID,LACAZETTE,2,27,15,918240,DE,Germany,Q1,2025
32,spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,Linkin Park,Heavy Is the Crown,Warner Records,3,34,16,916425,DE,Germany,Q1,2025
33,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,24,56,32,909021,DE,Germany,Q1,2025
34,spotify:track:1FrYb6D5rPpYAcDWz0WykM,Bobby Vandamme,El Capitano,RCA & GOLD LEAGUE/GOVA Ent.,34,-1,1,897616,DE,Germany,Q1,2025
35,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,Ministry of Sound Recordings,2,24,74,884394,DE,Germany,Q1,2025
36,spotify:track:0dAorlY72lV0wIFf7ZWLsd,LACAZETTE,S&S,LACAZETTE,9,32,6,880288,DE,Germany,Q1,2025
37,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,Warner Records,13,58,115,878234,DE,Germany,Q1,2025
38,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,28,28,99,870787,DE,Germany,Q1,2025
39,spotify:track:5JLbgRkto4OrrkWgAHcJZT,Souly,Bundeswehr,Souly,19,50,16,865247,DE,Germany,Q1,2025
40,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,33,63,210,851690,DE,Germany,Q1,2025
41,spotify:track:0rtDE9zfXbamTlRUSwY7zy,Mark Ambor,Belong Together,"Hundred Days Records, LLC",4,46,43,844740,DE,Germany,Q1,2025
42,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,9,49,53,841712,DE,Germany,Q1,2025
43,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,28,55,29,835716,DE,Germany,Q1,2025
44,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,2,21,52,834156,DE,Germany,Q1,2025
45,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,22,51,827922,DE,Germany,Q1,2025
46,spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,Warner Records,46,70,11,821348,DE,Germany,Q1,2025
47,spotify:track:5NtZlpRVomRYn5FYVwAYtO,Jazeek,Superstars,NINETYNINE MUSIC x Good Kid Records x VENTURA Records,27,76,59,814742,DE,Germany,Q1,2025
48,spotify:track:7cCdHHl3V2Z9kqNhmmh3vg,"Aymen, Amo, Ché Salah",TirTak,Epic/Moon Boys,48,-1,1,803875,DE,Germany,Q1,2025
49,spotify:track:3ilgxZl5g7MOQCUiky3VOG,Pashanim,Ms. Jackson,Urban,1,71,72,797317,DE,Germany,Q1,2025
50,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,CYRIL,Stumblin' In,Spinnin' Records,7,17,52,790066,DE,Germany,Q1,2025
1,spotify:track:6YFNhYf7A33biVmMG1JSQf,Jazeek,AKON,NINETYNINE MUSIC x Good Kid Records x Ventura Records,1,1,2,5466300,DE,Germany,Q2,2025
2,spotify:track:1prNhzt3DdgRoxKoALTEYo,Zartmann,tau mich auf,Bamboo Artists/Epic,1,2,10,4499462,DE,Germany,Q2,2025
3,spotify:track:2GN2pbQi4Yz7Qp99Wbp2vZ,Nina Chuba,Unsicher,Jive,3,-1,1,3591755,DE,Germany,Q2,2025
4,spotify:track:6DbfhN2HIColQgffTlInqh,"Nimo, Amo",Aye,MOONBOYS ENTERTAINMENT/Warner Music Central Europe,4,-1,1,3048669,DE,Germany,Q2,2025
5,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,3,3,9,2821158,DE,Germany,Q2,2025
6,spotify:track:5ITV0zqzjOYfFWpW0xBmRa,"WizTheMc, bees & honey",Show Me Love,Bamboo Artists,6,10,9,2618403,DE,Germany,Q2,2025
7,spotify:track:4x7j9ed3FRH6CHj27kiTQ3,Oimara,Wackelkontakt,stereopolrecords / ZEITGEIST for Virgin Records,1,4,12,2387622,DE,Germany,Q2,2025
8,spotify:track:6LS8P88Zcp1Xy8VGavEYV2,LACAZETTE,RAP,LACAZETTE,8,-1,1,2096682,DE,Germany,Q2,2025
9,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,9,25,1994855,DE,Germany,Q2,2025
10,spotify:track:3B32IYD2zmDza2Pp17xqgV,benno!,Dein Mann Freestyle,Epic/do them proud,10,13,7,1970556,DE,Germany,Q2,2025
11,spotify:track:2uj2UZwhooohVKQREM7Wx8,"makko, Miksu / Macloud",STREIT,Futura,7,7,5,1936443,DE,Germany,Q2,2025
12,spotify:track:61lNxSCj38lvmZjJZuhXSt,reezy,SABÍA QUE NO,Four Music/TEENAGER FOREVER Ent.,1,14,13,1905187,DE,Germany,Q2,2025
13,spotify:track:0dIb1x3ilFtfprAfbfOEKm,"Noah Kraus, Wir sind Helden",Nur ein Wort,Ventura x Jinx 030,13,16,3,1869198,DE,Germany,Q2,2025
14,spotify:track:36w8f4Cl7JqTbFDamAdq8Q,AYLIVA,Wie?,Whiteheart Records/Warner Music Central Europe,1,11,7,1773278,DE,Germany,Q2,2025
15,spotify:track:3LPLRNr58Z9Pn0clnEtkXb,Doechii,Anxiety,Top Dawg Entertainment/Capitol Records,5,12,5,1740983,DE,Germany,Q2,2025
16,spotify:track:0jsnXwAKMBZ455LiT5ovGj,"Zartmann, Gustav, 01099",schönhauser (feat. Gustav),Bamboo Artists/Epic,16,-1,1,1589297,DE,Germany,Q2,2025
17,spotify:track:1EDPVGbyPKJPeGqATwXZvN,Linkin Park,The Emptiness Machine,Warner Records,1,17,31,1580492,DE,Germany,Q2,2025
18,spotify:track:5ZWscvrwpqPpVEdAzr9TJK,reezy,THOUGHTS,Four Music/TEENAGER FOREVER Ent.,18,-1,1,1549749,DE,Germany,Q2,2025
19,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,3,18,34,1527423,DE,Germany,Q2,2025
20,spotify:track:4WRPZc8xQsolMusrLy2sxn,"Jazeek, SAMIRA",CRAZYYY,NINETYNINE MUSIC x Good Kid Records x Ventura Records,5,5,2,1525715,DE,Germany,Q2,2025
21,spotify:track:5IL3VPDy5siXiptYHF2aLS,Linkin Park,Up From the Bottom,Warner Records,8,8,2,1495546,DE,Germany,Q2,2025
22,spotify:track:6xLoWndBgNvlylHAWxiqxw,"Filow, Ikkimel, Lucry & Suena",Jiggy,1UP Management GmbH,2,15,4,1472201,DE,Germany,Q2,2025
23,spotify:track:5Wa9GnIUnyk8H56ZqPwG1J,Zartmann,wunderschön,Bamboo Artists/Epic,20,43,4,1387728,DE,Germany,Q2,2025
24,spotify:track:4JxUgmIt5Mi4xrBlf7srDW,"Bonez MC, Nate57, Jugglerz",bissu dumm ¿,187 Strassenbande & Vertigo/Capitol,6,6,2,1376837,DE,Germany,Q2,2025
25,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,9,23,18,1359666,DE,Germany,Q2,2025
26,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",2,21,25,1356554,DE,Germany,Q2,2025
27,spotify:track:1cXo8i9dgutdqjhjz3Zwqq,"Zartmann, Drumla, Dauner",eehhhyyy,Bamboo Artists/Epic,13,28,40,1339471,DE,Germany,Q2,2025
28,spotify:track:4sTlQPMyoFMPdhAJvErBN3,ATLXS,PASSO BEM SOLTO - Slowed,broke,28,56,3,1253373,DE,Germany,Q2,2025
29,spotify:track:2FAZskT9yRjp2Oow9szJD8,"Chrystal, NOTION",The Days - NOTION Remix,Polydor Records,21,26,15,1249449,DE,Germany,Q2,2025
30,spotify:track:2LHNTC9QZxsL3nWpt8iaSR,Lady Gaga,Abracadabra,Interscope Records,5,22,10,1235095,DE,Germany,Q2,2025
31,spotify:track:0GRc3eGTg8HBdWLRGYgqIc,Ed Sheeran,Azizam,Gingerbread Man Records / Atlantic Records UK,31,-1,1,1234910,DE,Germany,Q2,2025
32,spotify:track:2qX5NeJHw3LGR2cNoY8qbK,YAKARY,me & you,Life is Pain,4,20,6,1212972,DE,Germany,Q2,2025
33,spotify:track:5CAQu1mu1hJjotypwOeHsd,"KC Rebell, Eno, Hakim Lokman",Hade,Rebellarmy,33,-1,1,1202096,DE,Germany,Q2,2025
34,spotify:track:5nPbKG04fhLkIAjcPFaZq7,"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),Intercord,18,35,38,1201814,DE,Germany,Q2,2025
35,spotify:track:559mLg44MrcA7JzYGbpXfL,"MilleniumKid, JBS",Vielleicht Vielleicht,Warner Music Central Europe,17,25,65,1159105,DE,Germany,Q2,2025
36,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,7,31,47,1119388,DE,Germany,Q2,2025
37,spotify:track:3COS5kuid5EKAfN2klE84V,Sosa La M,Northside,GOLD LEAGUE,5,29,7,1102322,DE,Germany,Q2,2025
38,spotify:track:1v1cijv1qjMJ5o9OvMWACS,Nina Chuba,Fata Morgana,Jive,3,34,22,1085619,DE,Germany,Q2,2025
39,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,2,37,65,1075802,DE,Germany,Q2,2025
40,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,33,64,1066845,DE,Germany,Q2,2025
41,spotify:track:7sedwDZpxuRgJipH9gMQCa,"Drunken Masters, Nico K.I.Z, K.I.Z",Undertheker,EKLAT Tonträger/Warner Music Central Europe,24,24,2,1045206,DE,Germany,Q2,2025
42,spotify:track:18o2gKM9pMyEWWAT9ZaGvr,ZAH1DE,Mona Lisa Motion,Ventura Records,22,30,7,1033900,DE,Germany,Q2,2025
43,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,8,38,31,1013793,DE,Germany,Q2,2025
44,spotify:track:6leQi7NakJQS1vHRtZsroe,Pashanim,Mittelmeer,Urban,1,48,46,1000175,DE,Germany,Q2,2025
45,spotify:track:2D5QXUefpysc8bptMEfsU4,Jazeek,Ma Baby,NINETYNINE MUSIC x Good Kid Records x Ventura Records,1,27,22,996552,DE,Germany,Q2,2025
46,spotify:track:7yNQ5oPcuCC4wTqTcMRIrE,Ely Oaks,Running Around,JINX Music,36,39,9,996223,DE,Germany,Q2,2025
47,spotify:track:3BntzKsnLf2pc0dsvE3Zav,Teddy Swims,Bad Dreams,Warner Records,24,40,23,993924,DE,Germany,Q2,2025
48,spotify:track:4b3W0IbHDwHCvjSs708Tr4,"AYLIVA, Apache 207",Wunder,Whiteheart Records/WM Germany,1,42,50,978800,DE,Germany,Q2,2025
49,spotify:track:5lsYXP02jd62YmG4iARPTK,"CRO, jolle",Märchenwald,Columbia/truworks records,26,52,5,940965,DE,Germany,Q2,2025
50,spotify:track:0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,6,45,28,932618,DE,Germany,Q2,2025
1,spotify:track:5VCMfmkWKmROl2xnDA5wus,"Amo, Aymen",Love all night,Epic/385i,1,-1,1,3279856,DE,Germany,Q3,2025
2,spotify:track:7ecko4ieGpsWtj4h0rBAaJ,"RAF Camora, Apache 207",JUPITER,Indipendenza,2,-1,1,3198031,DE,Germany,Q3,2025
3,spotify:track:1prNhzt3DdgRoxKoALTEYo,Zartmann,tau mich auf,Bamboo Artists/Epic,1,2,23,2556298,DE,Germany,Q3,2025
4,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,2,3,22,2461126,DE,Germany,Q3,2025
5,spotify:track:7f4L1SHhVir0UxPC2sKidp,"Jazeek, Shindy",PARFUM,NINETYNINE MUSIC x Good Kid Records x Ventura Records,1,1,3,2317063,DE,Germany,Q3,2025
6,spotify:track:6YFNhYf7A33biVmMG1JSQf,Jazeek,AKON,NINETYNINE MUSIC x Good Kid Records x Ventura Records,1,4,15,2168926,DE,Germany,Q3,2025
7,spotify:track:5OeScOAa7LAx2jN11RRVJe,Luciano,Hit One,URBAN,7,-1,1,2080511,DE,Germany,Q3,2025
8,spotify:track:2U07Gukj3QGlLh0krokPdG,"Aymen, Amo",Capri Sun,Epic/Moon Boys,4,6,6,1991580,DE,Germany,Q3,2025
9,spotify:track:1JjHQ4lfAjbDq7wmOmH9wM,"Pashanim, Ceren",Shabab(e)s im VIP,Urban,1,5,11,1972401,DE,Germany,Q3,2025
10,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,10,27,3,1722758,DE,Germany,Q3,2025
11,spotify:track:1HFXlVDXuU5kCVgk2EccP7,"Nimo, KALIM",Von vorn,MOONBOYS ENTERTAINMENT/Warner Music Central Europe,11,-1,1,1719515,DE,Germany,Q3,2025
12,spotify:track:3zadSXykCJFdmRKxsfOQ2h,"Tream, treamiboii",DRAGO AUGUSTINO,3AM MUSIC,9,9,5,1653491,DE,Germany,Q3,2025
13,spotify:track:093CvEm5wkS7yerDDDxZkR,Dardan,Luje,Hypnotize Entertainment,13,-1,1,1513129,DE,Germany,Q3,2025
14,spotify:track:1I37Zz2g3hk9eWxaNkj031,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Your Idol,K-Pop Demon Hunters,14,39,2,1437711,DE,Germany,Q3,2025
15,spotify:track:1E7xmNFzqkkh1DMwBomBg3,Nina Chuba,Wenn das Liebe ist,Jive,2,10,6,1432045,DE,Germany,Q3,2025
16,spotify:track:0GRc3eGTg8HBdWLRGYgqIc,Ed Sheeran,Azizam,Gingerbread Man Records / Atlantic Records UK,16,20,14,1417596,DE,Germany,Q3,2025
17,spotify:track:5ITV0zqzjOYfFWpW0xBmRa,"WizTheMc, bees & honey",Show Me Love,Bamboo Artists,6,14,22,1410445,DE,Germany,Q3,2025
18,spotify:track:0FTmksd2dxiE5e3rWyJXs6,sombr,back to friends,Warner Records,18,22,16,1385453,DE,Germany,Q3,2025
19,spotify:track:1W14FFFgsM0m6DUt3Tf6NP,Roy Bianco & Die Abbrunzati Boys,Bella Napoli,Electrola,11,11,14,1372480,DE,Germany,Q3,2025
20,spotify:track:2yWlGEgEfPot0lv3OAjuG3,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Atlantic Records,17,37,6,1369799,DE,Germany,Q3,2025
21,spotify:track:2WQ09wqQBIOor7Q0VpIDBK,Black Eyed Peas,Rock That Body,Interscope,17,17,6,1356964,DE,Germany,Q3,2025
