rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4KilYheWwxakB1L43ECTeP","Lazza, Sfera Ebbasta, Capo Plaza","Gigolò (feat. Sfera Ebbasta & Capo Plaza)","Universal Music Italia srL.",1,-1,1,"3641910"
2,"spotify:track:1MtmXPxXP4ntSjfF5xnOyM","Aya Nakamura, Capo Plaza","Pookie (feat. Capo Plaza) - Remix","Rec. 118",1,1,6,"2806874"
3,"spotify:track:4UJoAdTMnqxQHKWKLLQpvK","Random","Chiasso","Visory Records - My own family – under exclusive license to Believe",2,3,13,"2259082"
4,"spotify:track:6swHvavSroD4ur3Q18MjYz","Fred De Palma, Ana Mena","Una volta ancora (feat. Ana Mena)","WM Italy",1,2,19,"2213758"
5,"spotify:track:00GxbkrW4m1Tac5xySEJ4M","Rocco Hunt, J-AX, Boomdabash","Ti volevo dedicare (feat. J-AX & Boomdabash)","RCA Records Label",5,12,6,"2123811"
6,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",6,21,6,"1927878"
7,"spotify:track:5mn8bU8IjYqr8ZqTDmLtSO","Shiva","Bossoli","Jive",4,9,6,"1818028"
8,"spotify:track:4jiCUUfjuJoG03gnw3jj1r","MamboLosco, Boro","Twerk (con Boro)","Universal Music Italia srL.",8,27,4,"1762568"
9,"spotify:track:2PQuj6TMxl5hcgMG30e2Ij","Shiva, Pyrex","Non sto più in zona","Jive",9,96,2,"1721547"
10,"spotify:track:1MCSc1ZxlwV5muFXKocAnW","Mahmood","Barrio","Universal Music Italia srL.",7,7,6,"1711795"
11,"spotify:track:34UHhwlly3SHryWuVfMOJm","Gemitaiz, MadMan, thasup","Fuori E Dentro (feat. thasup)","Universal Music Italia srL.",1,4,3,"1622969"
12,"spotify:track:0iRKVjfQzpr41T3WsU7shl","Boro, Don Joe, MamboLosco","Lento","Guna",4,6,18,"1610775"
13,"spotify:track:1qMx707PFdFXdwLvcUTNz3","Tommaso Paradiso","Non Avere Paura","Universal Music Italia srL.",5,5,3,"1562743"
14,"spotify:track:0EThQdS5hqhByp2CLttKin","Alfa, Yanomi","Cin Cin","Wanderlust Society distributed by Artist First",8,8,20,"1546717"
15,"spotify:track:2UsAeEA2JH7kKSOflP23zY","Giaime, Andry The Hitmaker, Capo Plaza","MI AMI O NO (feat. Capo Plaza)","Jive",7,10,6,"1442600"
16,"spotify:track:5BAJMdCQqax0oBQigQTl5h","Benji & Fede","Dove e quando","Warner Records/WM Italy",3,11,19,"1395868"
17,"spotify:track:2XOMWoSURsGJy0KTzbzroh","Geolier, Luchè","Yacht (feat. Luchè)","Universal Music Italia srL.",17,-1,1,"1367455"
18,"spotify:track:4dDMgEj5GpBTI1lvVlYPu7","Shiva, Emis Killa","Mon Fre - feat. Emis Killa","Jive",16,16,12,"1326476"
19,"spotify:track:0VU34EBWTAlHVIZE3aWlZA","MACHETE, Dani Faiv, J Balvin, thasup, Fabri Fibra, Capo Plaza","YOSHI (feat. thasup, Fabri Fibra & Capo Plaza) - prod. Strage [Remix]","Epic",3,14,4,"1290368"
20,"spotify:track:6sLBJkMyZIkGevtpYgeotT","Ultimo","Piccola Stella","Honiro distribuito da Believe Distribution Services",15,24,27,"1205738"
21,"spotify:track:51Fjme0JiitpyXKuyQiCDo","Y2K, bbno$","Lalala","Columbia",16,18,14,"1203718"
22,"spotify:track:3Hh0ZcGIqIkSiJVZGLcVLx","MACHETE, Dani Faiv, thasup, Fabri Fibra","YOSHI (feat. Fabri Fibra) - prod. Strage","Epic",1,15,14,"1201502"
23,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack/Epic",23,-1,1,"1191756"
24,"spotify:track:3qBtltssunsFuzn6DxXI0b","Elodie, Marracash","Margarita (con Marracash)","Universal Music Italia srL.",7,17,17,"1175638"
25,"spotify:track:1cg6IqyZgBCU6P34gY161z","Holden","Na Na Na","Epic",12,23,7,"1174161"
26,"spotify:track:443cnFF139Ql85enXOTWEu","Shade","La hit dell'estate","WM Italy",11,25,17,"1073744"
27,"spotify:track:45zJRuzK9e6AO527NOW7Fy","Charlie Charles, Sfera Ebbasta, Mahmood, Fabri Fibra","Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Universal Music Italia srL.",1,20,24,"1073499"
28,"spotify:track:5stH9hqpR941AmiJ9tVzrN","Shablo, Marracash, Carl Brave","Non Ci Sto (con Marracash & Carl Brave)","Universal Music Italia srL.",16,39,6,"1050056"
29,"spotify:track:500c6DLy4ag8gFAnkuzTxP","Giaime, Andry The Hitmaker, Lazza","FIORI","Jive",29,35,12,"1044744"
30,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",4,28,16,"1030456"
31,"spotify:track:2665YLaM0dLaIhkjpUHT7k","Ketama126, Massimo Pericolo","SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno","Epic",31,37,20,"1022274"
32,"spotify:track:7piIo15vVy3ULGXSpFs5xc","Boomdabash, Alessandra Amoroso","Mambo Salentino","Universal Music Italia srL.",5,29,18,"1008504"
33,"spotify:track:0Rsfm3UqHkNzKsb6L0Yz3Y","Gemitaiz, MadMan, Salmo","Esagono (feat. Salmo)","Universal Music Italia srL.",3,13,3,"991901"
34,"spotify:track:6nUJr7wd4hiPBLjC8Db2Cr","Rocco Hunt, Geolier","Nisciun' (feat. Geolier)","RCA Records Label",7,33,6,"973906"
35,"spotify:track:14lgKkkbNsJl9fItqnEfpV","Irama","Arrogante","WM Italy",14,31,20,"965312"
36,"spotify:track:6osaMSJh9NguagEDQcZaKx","DJ Snake, J Balvin, Tyga","Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake Music Productions Limited",11,38,17,"960287"
37,"spotify:track:02u0HfMJJHounSHHPGyjeY","Lazza, Emis Killa","Million Dollar (feat. Emis Killa)","Universal Music Italia srL.",37,-1,1,"956964"
38,"spotify:track:34Jnbbi34tPtYdutY5Pd6G","A Boogie Wit da Hoodie, Capo Plaza","Look Back at It (feat. CAPO PLAZA)","Highbridge the Label / Atlantic Records",10,34,18,"948778"
39,"spotify:track:4H5arInh2BLVz94mIibTrv","Takagi & Ketra, OMI, Giusy Ferreri","JAMBO","Columbia",1,32,20,"919409"
