rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2fkVZYFv9hOejIsLzZy8ad","Salmo, NSTASIA","IL CIELO NELLA STANZA (feat. NSTASIA)","Epic",1,1,9,"2518705"
2,"spotify:track:7GeC7Nb58zsPnlFSfF0HZU","Fedez, Tedua, Trippie Redd","Che cazzo ridi (feat. Tedua & Trippie Redd)","Epic",2,-1,1,"1851365"
3,"spotify:track:7Cw97917dvg5xm6XMAA4Y2","Sfera Ebbasta","Happy Birthday","Universal Music Italia srL.",1,2,6,"1706622"
4,"spotify:track:3590AAEoqH50z4UmhMIY85","Måneskin","Torna a casa","RCA Records Label",1,4,15,"1622488"
5,"spotify:track:5iwz1NiezX7WWjnCgY5TH4","Pedro Capó, Farruko","Calma - Remix","Sony Music Latin",5,20,4,"1536649"
6,"spotify:track:3FhWEh7VTAOYK4edZqNWNB","Anastasio, Don Joe","La fine del mondo","RCA Records Label",2,5,7,"1357006"
7,"spotify:track:3Ls9yKzshQye18Tx2AvOb6","Salmo","90MIN","Epic",1,7,16,"1342579"
8,"spotify:track:01MJgnPL3AuwmYQ4EbHzD7","Dark Polo Gang","Cambiare Adesso","Universal Music Italia srL.",1,10,15,"1272972"
9,"spotify:track:3xGD5KhnizETt7KQwxtUAc","Gemitaiz, Venerus, Franco126","Senza Di Me (feat. Venerus & Franco126)","Universal Music Italia srL.",3,3,3,"1201725"
10,"spotify:track:4w8niZpiMy6qz1mntFA5uM","DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake Music Productions Limited, under exclusive license to Geffen Records",2,8,15,"1181763"
11,"spotify:track:60oJSn5MTG2VNvCJKwd65M","Ultimo","Cascare nei tuoi occhi","Honiro",6,14,22,"1145635"
12,"spotify:track:7wC76LWyNxaP3hjGzbWOcN","Salmo, Sfera Ebbasta","CABRIOLET (feat. Sfera Ebbasta)","Epic",1,12,9,"1133034"
13,"spotify:track:0LQ1J0BCzA2qnAgp9MkkNE","6ix9ine, Anuel AA","MALA (feat. Anuel AA)","ScumGang Records / TenThousand Projects, LLC",13,19,6,"1078513"
14,"spotify:track:0UuqwLM3UFmwcXSJgfFHvr","thasup, nayt","oh 9od","Epic",4,15,6,"1016707"
15,"spotify:track:4Fs1sEg9Mwn6vykFD89xvc","Emis Killa","Fuoco e benzina","Carosello Records",2,17,14,"1010048"
16,"spotify:track:2dpaYNEQHiRxtZbfNsse99","Marshmello, Bastille","Happier","Joytime Collective",16,22,20,"990699"
17,"spotify:track:2rgOAX5Cj3pk8JFnaPwJbd","Salmo, Fabri Fibra","STAI ZITTO (feat. Fabri Fibra)","Epic",2,16,9,"978582"
18,"spotify:track:42LrSpEHmXHfjEH8NeiQQi","Marco Mengoni, Tom Walker","Hola (I Say) (feat. Tom Walker)","RCA Records Label",18,23,6,"978030"
19,"spotify:track:116H0KvKr2Zl4RPuVBruDO","Bad Bunny, Drake","MIA","Rimas Entertainment LLC",13,18,13,"966270"
20,"spotify:track:44oZqBLSPMKbxB0bOuUrEN","Luna","Los Angeles","RCA Records Label",11,21,7,"874292"
