rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2cKiHG16JBiqHdi7Llq0r7","Aimyon","Marigold","WM Japan",1,1,38,"490098"
2,"spotify:track:59eluCMn0XbOWqeWQ91FTM","Aimyon","君はロックを聴かない","WM Japan",2,3,62,"313843"
3,"spotify:track:4pUCKHjJ4Ijewc37rRrvHn","BLACKPINK","Kill This Love","YG Entertainment, distributed through Interscope Records",3,-1,1,"313640"
4,"spotify:track:6kKvmT4i0Dercz6f3kftg3","Aimyon","Let the Night","WM Japan",1,2,25,"302171"
5,"spotify:track:7GYGVDPbi0zQUBIkuOPAY0","Aimyon","Harunohi","WM Japan",5,128,2,"271888"
6,"spotify:track:0mNO3xUzjsI17GXO1DRFCH","King Gnu","白日","Sony Music Labels Inc.",3,4,7,"242327"
7,"spotify:track:0N8Xztr4pBHJ7V0moJWhbO","Aimyon","愛を伝えたいだとか","WM Japan",4,5,61,"232627"
8,"spotify:track:4IouQaO9GkaHC7AtMErdSa","Daoko, Kenshi Yonezu","打上花火","TOY'S FACTORY",1,6,85,"205579"
9,"spotify:track:22aZD7yaGYfhgCYazL4nbc","HY","366日","TV ASAHI MUSIC CO.,LTD.",7,7,77,"195654"
10,"spotify:track:7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","Shape of You","Atlantic Records UK",1,11,85,"195546"
11,"spotify:track:0QKmcZNAST4GytJYmkN05D","SUDA MASAKI","さよならエレジー","Sony Music Labels Inc.",1,8,59,"191140"
12,"spotify:track:7swIKcU4tFRk4iFJpi12Fg","MONGOL800","小さな恋のうた","TISSUE FREAK RECORDS",7,9,85,"188192"
13,"spotify:track:77lmDcPPyY6kK907gdgC6i","Mr.Children","HANABI","Toy's Factory",1,10,48,"186722"
14,"spotify:track:2H3bOGOE50qEo5wAYoJiwL","Aimyon","貴方解剖純愛歌〜死ね〜","LASTRUM Music Entertainment Inc.",12,19,36,"178797"
15,"spotify:track:7CmWXD3w1xOO53AAO4LRVQ","Superfly","愛をこめて花束を","WM Japan",6,16,85,"177013"
16,"spotify:track:0ssEfLe9aqPhMmLXKqBw6J","back number","ハッピーエンド","Universal Music LLC",13,13,7,"176957"
17,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",17,21,2,"176417"
18,"spotify:track:7iXHLtPosbHvglVSJ4rxLq","GReeeeN","愛唄","Universal Music LLC",6,12,85,"171014"
19,"spotify:track:46gSY0U7ZZCmd7EuJuo15N","AAA","恋音と雨空","avex trax",7,14,85,"169795"
20,"spotify:track:0ve9Tpz8Yw0I4eXhWsy21o","[Alexandros]","ワタリドリ","Universal Music LLC",7,15,85,"168411"
21,"spotify:track:4zXRMjTaeflesB3Ih4eHnJ","ONE OK ROCK","Stand Out Fit In","Fueled By Ramen",2,17,20,"165747"
22,"spotify:track:5RbMlPFL4gVyEHW2lEOuzG","Sukima Switch","奏(かなで)","Universal Music LLC",22,23,34,"157265"
23,"spotify:track:5icOoE6VgqFKohjWWNp0Ac","Marshmello, CHVRCHES","Here With Me","Joytime Collective",17,22,5,"155676"
24,"spotify:track:5P8ZvBQoCrujjNcLAxO3Su","back number","クリスマスソング","Universal Music LLC",24,24,7,"154602"
25,"spotify:track:2jdbZGFp8KVTuk0YxDNL4l","back number","高嶺の花子さん","Universal Music LLC",25,25,6,"153432"
26,"spotify:track:7DW5Dro8AHE7x19COl26E3","Aimyon","Only Under the Full Moon","WM Japan",7,20,36,"150639"
27,"spotify:track:4IubwxgmXeZtDtYjTaT9gN","Motohiro Hata","鱗(うろこ)","Universal Music LLC",19,32,85,"147198"
28,"spotify:track:5Tj1wsJ6wE3Mf1MD0uKGnu","SPITZ","チェリー","Universal Music LLC",28,31,28,"146787"
29,"spotify:track:0YAMQSmHk6BSUGTYpaoqTJ","ONE OK ROCK","Wherever you are","Aer-born",5,29,85,"146013"
30,"spotify:track:7H5uStZMOGpcVw7eW0eyTi","Nissy","トリコ","avex trax",26,26,33,"145983"
