rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1Yn8nh3NeSEfA7Oo9dqCvR","Victor Leksell","Nätterna i Göteborg","Sony Music Local",1,-1,1,"1139587"
3,"spotify:track:2e9JCw6tagF1APPHXWy6ff","23, C.Gambino","Dreams","23 & C.Gambino",3,-1,1,"696352"
4,"spotify:track:3zkyus0njMCL6phZmNNEeN","Central Cee","LET GO","Central Cee",4,6,4,"686103"
5,"spotify:track:1fIeKG6eI8FZzVL9mhlz8t","Bolaget","Kan Inte Gå","WM Sweden",1,2,54,"664485"
6,"spotify:track:5g9gZGiXlk747pESQzmmRT","Miss Li","Hälsa Gud","Pistol Packin' Music",4,4,11,"661841"
7,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",7,13,5,"598125"
8,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",1,3,20,"595322"
9,"spotify:track:1ngA3uuYGhKy42xrYEPnwQ","Hooja","DIT ÄLVEN GÅR","Roxy Recordings",7,7,2,"594330"
10,"spotify:track:3xPsqMJQNM14OrawTBiK4G","Victor Leksell, Einár","Din låt","Sony Music Local",1,8,25,"589645"
11,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",11,14,6,"573448"
12,"spotify:track:1VJRxqJhpEIpnHon7ssp1p","Babblarna","Babblarnas vaggvisa","Universal Music AB Distributed Labels",5,11,211,"557016"
13,"spotify:track:2ZfaBbRMcEgSF8JnJIaEBP","Hooja","Banan Melon Kiwi & Citron","Roxy Recordings",5,5,31,"539741"
14,"spotify:track:6D434uIe6ssDPXbCx9O9Bn","Molly Hammar","Ingen annan rör mig som du","Universal Music AB",1,9,12,"500511"
15,"spotify:track:5WxVXxCMRnvxUKFq40ELwq","RAYE, 070 Shake","Escapism.","Human Re Sources",12,12,8,"495249"
16,"spotify:track:5maA851Fle6XexgJgJzFjF","Humlan Djojj, Josefine Götestam","Djurens vaggvisa","Filtr Kids",16,23,68,"446178"
17,"spotify:track:5KMyGMGRiSMZLG1q9sMYRx","estraden","Gråter tillsammans över varandra","Midsommarnatt (AB)",17,-1,1,"424788"
18,"spotify:track:208L6npsyAKCgydKH9IX3k","Daniela Rathana","Vandraren","Universal Music AB",16,16,6,"423042"
19,"spotify:track:5yT7K64oCQTH9nlWDVP2a9","HAVAL","KALASH","HAVAL MUSIC",10,10,2,"421743"
20,"spotify:track:2WDNr2kjwAhtlqEXELyYkz","ADAAM, Kairo Keyz","FLEX","Universal Music AB",20,-1,1,"418654"
21,"spotify:track:1RwQZNgaXl01krZHuSUlE8","Elov & Beny, Sofie Svensson & Dom Där","BUBBEL PÅ BALKONGEN","REP9",2,17,29,"418544"
22,"spotify:track:0gLXS6YP75FZnZllPNdEvy","Yasin","Nånting i Luften","Yasin",11,30,7,"417747"
23,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",4,18,12,"413570"
24,"spotify:track:1PcFYA0p9UxvQkLe18s8gz","Ant Wan","Dum","Ant Wan",1,31,13,"393678"
25,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",21,28,84,"384027"
26,"spotify:track:7scyrGYhNkIz5t4U630EmD","23, C.Gambino","M.O.B","23 & C.Gambino",10,34,5,"383140"
27,"spotify:track:43xz0Ed6oE5r3FSblGZtE0","Darin","What's the Point","Dex Music",9,27,9,"376334"
28,"spotify:track:1Y3LN4zO1Edc2EluIoSPJN","Stephen Sanchez, Em Beihold","Until I Found You (with Em Beihold) - Em Beihold Version","Republic Records",28,64,2,"351653"
29,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Eminem Catalog PS",17,35,17,"351373"
30,"spotify:track:7EN8ZT8lGdXH58ulXwW94R","LOAM, estraden","ENSAM (feat. estraden)","Dream Music Group",10,24,11,"350899"
31,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",22,22,12,"349629"
32,"spotify:track:2gwirjNHYJPlBwOJ5Aftwv","Albin Lee Meldau","Josefin","Glassnote Music LLC",14,25,90,"343835"
33,"spotify:track:3Tp6XRivI85TAfpgja9ILh","Miss Li","X","Pistol Packin' Music",2,21,43,"334112"
34,"spotify:track:1puxV64QJkmRUhhXt4T9rD","Hooja","MER & MER","Roxy Recordings",3,19,18,"329937"
35,"spotify:track:3nqQXoyQOWXiESFLlDF1hG","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",4,15,16,"324165"
36,"spotify:track:1aOl53hkZGHkl2Snhr7opL","Dean Lewis","How Do I Say Goodbye","Universal Music Australia Pty. Ltd.",18,37,19,"323910"
37,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",37,126,2,"306239"
38,"spotify:track:0JIhRhZPF5j5dx0FGqTWxy","Cian Ducrot","I'll Be Waiting","Polydor Records",38,51,3,"305005"
39,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,20,41,"296045"
40,"spotify:track:412YYGmYAYGhQUycB3GPoc","Mohelá, Den svenska björnstammen","Rädda mig","Universal Music AB",38,38,5,"288898"
41,"spotify:track:0c0Zlpn6fXtnz1XuASZdw1","Hooja","NÄR RADION DÅNAR","Roxy Recordings",9,33,11,"287576"
42,"spotify:track:4eZfXYRCM5ZK0jX3vCKPWj","23, C.Gambino","Drill","23 & C.Gambino",42,-1,1,"283384"
43,"spotify:track:3zLBP4HtaSYRA4NcAqS3Jo","Einár","DAY ONE","Einár",2,47,10,"281974"
44,"spotify:track:6BePGk3eCan4FqaW2X8Qy3","Tiësto, Tate McRae","10:35","Atlantic Records",44,44,10,"281739"
45,"spotify:track:5YdnOm5990Kfq1Jodws98B","Felix Jaehn, Ray Dalton","Call It Love","Intercord",45,48,9,"281476"
46,"spotify:track:08TmjaKrRDvnRfuMWccWsN","Rasmus Gozzi, FRÖKEN SNUSK","SNURRAR SOM ETT HJUL","Virgin Music Label And Artist Services",36,36,7,"276043"
47,"spotify:track:3XDKCULgNxH5s6WdgZge2G","Dizzy","UTE PÅ JAKT","WM Sweden",47,-1,1,"268261"
48,"spotify:track:11BKm0j4eYoCPPpCONAVwA","Lady Gaga","Bloody Mary","Interscope",29,29,6,"259051"
49,"spotify:track:6zJejIfVYLgjud3lTk4DLB","Rosa Linn","SNAP","Nvak Collective",11,40,29,"247011"
50,"spotify:track:4ygFhEjbNInflnSHfCOOxE","Sickan","VÄLKOMMEN TILL SÖDRA","Sickan",50,-1,1,"236548"
51,"spotify:track:5fvrpWPEDhM6IDyKb56ySV","Hooja","LIVET PÅ EN PINNE","Roxy Recordings",8,42,30,"235913"
52,"spotify:track:7f7d6FJ0LOAFzFaaEIa3s8","Albin Lee Meldau","Mamma","Mayfly Recordings",14,43,12,"230403"
53,"spotify:track:4JBiO7wRnE6ueszEUpo347","Lewis Capaldi","Pointless","Vertigo Berlin",53,74,6,"229870"
54,"spotify:track:6JvSqDyQ6rbbb93XklyNQ7","Elov & Beny","CHEVA PÅ FREDAG","Sony Music Local",17,32,11,"229354"
55,"spotify:track:6oEfLCekbv7T0ERha5IQO9","Humlan Djojj, Josefine Götestam","Somna","Filtr Kids",55,78,20,"221724"
56,"spotify:track:5DRJr5a0J0aEIejegQvd7F","Dizzy, Manny Flaco","ZUTTLUKTEN","WM Sweden",3,71,23,"221224"
57,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",57,-1,1,"218494"
58,"spotify:track:73vIOb4Q7YN6HeJTbscRx5","Oliver Tree, Robin Schulz","Miss You - Bonus Track","Atlantic Records",20,63,14,"214001"
59,"spotify:track:0QfxhyX9dky9Zgfr2xhNzR","Hooja","Donkey Kong","Ninetone",20,46,31,"213971"
60,"spotify:track:4SLYrBfzgbLmiEdoKajyHL","Thomas Stenström","Ser du månen där du är ikväll? (Tillsammans igen)","Korpstaden Produktion",3,50,110,"213345"
61,"spotify:track:2acI4LUjCjPuFk0Y05yVNZ","Owen, Asme","DIRTY","Owen",5,100,23,"206952"
62,"spotify:track:6sCvvleqKbeyOkQDieBYgp","Rihanna","Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Roc Nation/Def Jam/Hollywood",13,67,11,"206855"
63,"spotify:track:3BeaiIXko9QV8689eWB6yd","Hannes, waterbaby","Stockholmsvy","The Satchi Six",52,85,31,"206848"
64,"spotify:track:4rPJSqrov3zqGwXlemLBMw","RAYE, 070 Shake","Escapism. - Sped Up","Human Re Sources",64,102,6,"205808"
65,"spotify:track:2FZax4rYTOkcnG02PrJDzk","Humlan Djojj, Josefine Götestam","Stjärnorna","Filtr Kids",65,91,24,"205113"
66,"spotify:track:6iFbwwhZ86XBf9AB8rpTUf","23, C.Gambino","Man","23 & C.Gambino",66,-1,1,"203702"
