rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:35MU2MEhQMw0NhXZztAP9m","ODUMODUBLVCK, Bloody Civilian, Wale","BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale)","Native Sounds/Def Jam PS",1,-1,1,"631991"
2,"spotify:track:4RoKNqyZ9622tcAeNPNv5k","Burna Boy","City Boys","Spaceship/ Bad Habit/Atlantic Records",1,1,7,"529783"
3,"spotify:track:2bKcKMDU9JHtLJ8xeHR46X","Bella Shmurda","My Brother","Dangbana Republik",3,-1,1,"511908"
4,"spotify:track:7sFukIJffFFLwnazXIbqP5","ODUMODUBLVCK, Amaarae","KUBOLOR (feat. Amaarae)","Native Sounds/Def Jam PS",4,-1,1,"473066"
5,"spotify:track:4bE2eWDiGBzRgfTl5IPBW4","Mohbad","Ask About Me","Imolenization",1,2,26,"463826"
6,"spotify:track:4jcrO2T6XJ1B7hXsAEJ3ve","BNXN","Pidgin & English","T.Y.E. / EMPIRE",6,86,2,"447007"
7,"spotify:track:5ZtK8XAVnoaGdBXZWCEVCY","Asake","Lonely At The Top","YBNL Nation / EMPIRE",1,3,17,"437736"
8,"spotify:track:5bh6Uoxkt8Jjzhr1C4ibiD","ODUMODUBLVCK","COMMEND","Native Sounds/Def Jam PS",8,-1,1,"398497"
9,"spotify:track:5mhM7bfzv52bzfCzlq8vH1","Crayon, Ayra Starr","Ngozi","Mavin Records/Blowtime Entertainment",3,4,12,"396103"
10,"spotify:track:3Z19t8pNaAHqlLmz2LuwNa","BNXN","Best Of Me","T.Y.E. / EMPIRE",10,91,2,"370789"
11,"spotify:track:3EfMWIEGQB24dQv5x4Hwvx","ODUMODUBLVCK, Cruel Santino, Bella Shmurda","DOG EAT DOG II (feat. Cruel Santino and Bella Shmurda)","Native Sounds/Def Jam PS",5,42,20,"370109"
12,"spotify:track:0QdQh3umB7stVOExuHlWvl","ODUMODUBLVCK","DECLAN RICE","Native Sounds/Def Jam PS",1,51,29,"360744"
13,"spotify:track:59Q08Ev4B4EtRdSBmYzuB4","ODUMODUBLVCK","ADAMMA BEKE","Native Sounds/Def Jam PS",13,-1,1,"348198"
14,"spotify:track:4qUTCsIwWKP9OUeF2DY2qR","ODUMODUBLVCK","MC OLUOMO","Native Sounds/Def Jam PS",14,66,4,"343989"
15,"spotify:track:6WUdooO1NS5LZadjGNwY5U","Zerrydl","Puff & Pass","Plutomania Records / Dapper Music & Ent , under exclusive license to Dvpper Digital LTD.",8,8,8,"342797"
16,"spotify:track:7eo9YPXQqZjB1DxYAnvHqy","BNXN","Sweet Tea (Aduke)","T.Y.E. / EMPIRE",15,36,6,"333128"
17,"spotify:track:0ESoMa1oGHddkMeNodec7u","Mohbad","Peace","Marlian Music",3,5,40,"331557"
18,"spotify:track:0YeUYYOh25Cn57DKTC8uS4","BNXN, Kizz Daniel, Seyi Vibez","GWAGWALADA","T.Y.E. / EMPIRE",2,9,35,"324248"
19,"spotify:track:4tvoZzMGhx23HAlS5GUVCa","ODUMODUBLVCK, Blaqbonez","TESLA BOY (feat. Blaqbonez)","Native Sounds/Def Jam PS",19,-1,1,"322015"
20,"spotify:track:35UGCXaOBmhBUmKK81NQBH","Mohbad, Bella Shmurda","PARIWO","Imolenization",6,7,12,"314694"
21,"spotify:track:4nFrcGM7MY1mpoQCC7Kefj","Tems","Me & U","RCA Records/Since 93'",21,-1,1,"312227"
22,"spotify:track:5VF45DoQu9oT7Se5ieLoZk","ODUMODUBLVCK, Fireboy DML","FIREGUN (feat. Fireboy DML)","Native Sounds/Def Jam PS",4,80,15,"311898"
23,"spotify:track:2NFBDZFK95swjezcgK6cfu","Mohbad","Beast & Peace","Imolenization",2,6,7,"291097"
