rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3ZwRkdnTb4az8X5n4WXuHA","BLOK3","aklına ben gelicem","Mundo Music",1,1,3,"3956816"
2,"spotify:track:6UX8nGE5sT7FsUAgQILD6X","Kibariye","Lafı mı Olur","ANADOLU TUR REKLAM",2,3,3,"3210685"
3,"spotify:track:30DEgnb76AxLZgrrvqNErB","Zerrin Özer","Basit Numaralar","Grand Müzik",2,2,7,"2949835"
4,"spotify:track:7lj9PG3guq2A4VLRBLkfKI","Semicenk","Mesafe","DOĞAN MÜZİK YAPIM",1,5,6,"2608125"
5,"spotify:track:6tHhAUAMwUwlEGpAVq1jlX","Emir Can İğrek","Can Dostum","Hypers",5,7,14,"2481912"
6,"spotify:track:6iDXzCkxKklISwvWbPz8Lv","Alişan","Hele Bi (Club Version)","DOĞAN MÜZİK YAPIM",4,4,4,"2413769"
7,"spotify:track:3auN910HHNYykQo8i9q5J1","Mert Demir","Ateşe Düştüm","Pale Records",7,50,3,"2405953"
8,"spotify:track:1WHwr3enTkZdG8feFozaqy","Russ Millions, UZI","International","One Of A Kind Music",1,6,6,"2341538"
9,"spotify:track:42boV2FGsztYnQMAeoAjb6","Reynmen","Gitme","DOĞAN MÜZİK YAPIM",9,10,6,"1857011"
10,"spotify:track:2uZ7RwAWJiLQUkupslGAVZ","Halodayı, Azer Bülbül","Aman Güzel Yavaş Yürü","Barış Plak",1,8,16,"1795434"
11,"spotify:track:01zrETrdU6ywRoqXZXBfbV","Borqy","Sağlam Kalça","OSC ENM.",2,9,10,"1787303"
12,"spotify:track:4Sdj67b8WF9PhAXh4tvBi6","Semicenk, Doğu Swag","Pişman Değilim","EVA RECORDS",1,12,19,"1778666"
13,"spotify:track:6ed4S0as5mj3nSK81HJuyz","UZI, Azer Bülbül","Caney","Barış Plak",2,11,17,"1641588"
14,"spotify:track:6uNSbvWZgNkBWw3MP7bpnf","BLOK3","N'aptığını bilmesem de","D3LTA",3,13,16,"1605730"
15,"spotify:track:6NbXYfMZULpf1sGxp8Qx0P","Çağan Şengül","Çok Yazık","SONY MUSIC TURKEY",12,14,21,"1568718"
16,"spotify:track:4mGcrLq0JSjumS1GyyQOYj","Buray","Olmuşum Leyla","GOMMA & WASP ENT.",15,18,9,"1556817"
17,"spotify:track:46f5m73YzI227nseI9LquF","Burcu Güneş","Anıları Yak","DOĞAN MÜZİK YAPIM",17,30,22,"1510050"
18,"spotify:track:47l3syDKFT3PPonobpm1NA","Sefo","ARABA","3TR6AP2",6,16,18,"1491517"
19,"spotify:track:5LOnarDCzVh4YcN7EOTzRC","Sefo","IMPARATOR","3TR6AP2",19,20,11,"1456456"
20,"spotify:track:4XUjq1m4FEoFCQsjmJ9UKj","Semicenk","Tanrım Reva Mı","Eva Yapım & Eva Records",5,24,12,"1438704"
21,"spotify:track:2PaQb8AtQqIxawPA2O7Vaw","Kubilay Karça","Celladına Aşık","Wovie",6,23,21,"1419904"
22,"spotify:track:006oGnrSZevqZTimsD2oh4","Melike Şahin","Diva Yorgun","Gülbaba Records",2,17,17,"1418666"
23,"spotify:track:1Lt5VeNJK63RPHt7dRFB0Q","Derya Uluğ","Nefes","DU MUSIC",22,22,13,"1410096"
24,"spotify:track:0Yyy5dSNK3cgknZ86Cto9g","Aleyna Tilki","Başıma Belasın","DOĞAN MÜZİK YAPIM",24,27,30,"1401924"
25,"spotify:track:232LbugfZaCUwq82xiELtd","BLOK3","BAYBAY","Mundo Music",3,19,30,"1398657"
26,"spotify:track:1uUqPjsPhymf3TkWfbrMzR","Selin","Yalancı Bahar - Nostalgia Sessions","Warner Music Turkey",16,21,11,"1363968"
27,"spotify:track:0mYqW8vhiw9rgwSwB21JQz","Semicenk, Rast","Canın Sağ Olsun","EVA RECORDS",1,15,25,"1345947"
28,"spotify:track:3eCpykORJcDHvDWxvrKYDu","ALIZADE","Trip attım","New Wave",28,-1,1,"1340104"
29,"spotify:track:3miwaS9uZ7pZHi1zNyLGi0","Derya Bedavacı","Tövbe","SONY MUSIC TURKEY",29,37,13,"1321180"
30,"spotify:track:6MUv30zouC8LeRCB2VCcK3","Kurtuluş Kuş, Burak Bulut","Manolya","Mahzen Media",3,25,14,"1299166"
31,"spotify:track:44UZWruF4P4uMZ10fd1eMK","KÖFN, Salman Tin, BKE","Al Aramızdan","Hypers",31,44,26,"1285140"
32,"spotify:track:2AcCBpYHVbeV2IUU4iHP2Y","Yüzyüzeyken Konuşuruz","Tutun Sen Bana","SONY MUSIC TURKEY",32,33,13,"1284646"
