rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",1,1,15,"4746061"
2,"spotify:track:4tKGFmENO69tZR9ahgZu48","Sophie Ellis-Bextor","Murder On The Dancefloor","Polydor Records",2,7,3,"3175537"
3,"spotify:track:4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me","Generation Now/Atlantic",1,2,9,"2986070"
4,"spotify:track:59NraMJsLaMCVtwXTSia8i","cassö, RAYE, D-Block Europe","Prada","Ministry of Sound Recordings",4,4,22,"2040981"
5,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",2,3,17,"2032668"
6,"spotify:track:5mjYQaktjmjcMKcUIcqz4s","Kenya Grace","Strangers","Warner Records/Major Recordings",1,5,19,"1931718"
7,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",3,6,45,"1688083"
8,"spotify:track:6WzRpISELf3YglGAh7TXcG","The Weeknd, Playboi Carti, Madonna","Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","XO / Republic Records",8,11,32,"1636629"
9,"spotify:track:1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire","Olivia Rodrigo PS",2,10,28,"1540849"
10,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",3,9,18,"1470922"
11,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",11,43,8,"1454716"
12,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",12,12,368,"1421729"
13,"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Vance Joy","Riptide","F-Stop Records/Atlantic",13,21,321,"1405854"
14,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",1,8,32,"1400236"
15,"spotify:track:1yeB8MUNeLo9Ek1UEpsyz6","Drake, Sexyy Red, SZA","Rich Baby Daddy (feat. Sexyy Red & SZA)","OVO/Republic",15,15,14,"1367108"
16,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",1,13,23,"1284347"
17,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",9,14,17,"1240796"
18,"spotify:track:2Zo1PcszsT9WQ0ANntJbID","Sabrina Carpenter","Feather","Island Records",18,29,7,"1208620"
19,"spotify:track:4OMJGnvZfDvsePyCwRGO7X","Dua Lipa","Houdini","Warner Records",7,19,9,"1159475"
20,"spotify:track:7iUScoHKNJC5hqtA40vMlj","Fred again.., Baby Keem","leavemealone","Atlantic Records UK",18,18,5,"1142021"
21,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",2,22,26,"1118576"
22,"spotify:track:2ZWmmrWUgDBcPSLihBMvhg","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","EMI",10,17,24,"1088135"
23,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",23,26,19,"1082882"
24,"spotify:track:1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)","Taylor Swift",1,20,11,"1081994"
25,"spotify:track:4E63weMCaNZuGPEFMnuEi8","Tate McRae","exes","RCA Records Label",19,27,8,"1045660"
26,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",2,16,33,"1030045"
27,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",27,28,8,"1001252"
28,"spotify:track:0K6iKgHPPhAb4Acmg9aD77","Zara Larsson, David Guetta","On My Love","Sommer House/Epic",28,39,9,"976812"
29,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",29,130,2,"975923"
30,"spotify:track:6ibDVMcMUNqZ5eXT9sD4Vy","Billy Gillies, Hannah Boleyn","DNA (Loving You) [feat. Hannah Boleyn]","Big Beat Records",21,37,17,"974160"
31,"spotify:track:17cia5k4BpGVlyEfqrFH50","Olivia Rodrigo","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","Lions Gate Entertainment Inc. under exclusive license to Geffen Records",18,41,10,"947614"
32,"spotify:track:456WNXWhDwYOSf5SpTuqxd","Florence + The Machine","Dog Days Are Over","Universal-Island Records Ltd.",21,47,90,"940295"
33,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Lord Huron",23,23,61,"938755"
34,"spotify:track:3DK6m7It6Pw857FcQftMds","Kanye West, Pusha T","Runaway","Roc-A-Fella",25,25,10,"934641"
35,"spotify:track:0jF2AdhsalO1L7KkhK4LE5","Drake","Practice","Cash Money Records/Young Money Ent./Universal Rec.",35,57,2,"932202"
36,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group",1,24,39,"930555"
37,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",30,30,60,"925031"
38,"spotify:track:7tqhbajSfrz2F7E1Z75ASX","Marvin Gaye, Tammi Terrell","Ain't No Mountain High Enough","UNI/MOTOWN",38,40,46,"905903"
39,"spotify:track:3dYD57lRAUcMHufyqn9GcI","Hozier","Take Me to Church","Columbia",39,44,176,"899487"
40,"spotify:track:1rBiNR61IhvbzeKwfs3AwE","Bring Me The Horizon","Kool-Aid","RCA Records Label",40,-1,1,"883320"
41,"spotify:track:602d2gJewoiF1FivuOMMwE","Becky Hill, Chase & Status","Disconnect","Polydor Records",11,32,26,"875602"
42,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",1,33,64,"868226"
43,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",22,35,77,"861196"
44,"spotify:track:1udwFobQ1JoOdWPQrp2b6u","JID, 21 Savage, Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)","Dreamville/Interscope",44,49,8,"858311"
45,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",38,48,163,"840320"
46,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",15,45,242,"832802"
47,"spotify:track:4bz8Z7squfs2Yji2DwoujR","Sonny Fodera, MK, Clementine Douglas","Asking","Solotoko",17,69,23,"817272"
48,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",1,50,263,"810460"
49,"spotify:track:0whmIaItqkT8e5PVuPyhvT","Mason, Princess Superstar","Perfect (Exceeder)","Armada Music",49,97,2,"809618"
50,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",20,51,16,"777837"
51,"spotify:track:3YgtkOxZsTuaZdL8McA1FQ","Fred again.., Obongjayar","adore u","Atlantic Records UK",7,42,22,"770642"
52,"spotify:track:6me7F0aaZjwDo6RJ5MrfBD","Richy Mitch & The Coal Miners","Evergreen","Richy Mitch & The Coal Miners",52,58,18,"769406"
53,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",17,67,193,"765627"
54,"spotify:track:23RoR84KodL5HWvUTneQ1w","Peggy Gou","(It Goes Like) Nanana - Edit","XL Recordings",5,36,30,"765511"
55,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",55,82,27,"759990"
56,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",56,61,40,"756037"
57,"spotify:track:7BHPGtpuuWWsvE7cCaMuEU","The Kooks","Naive","Virgin Records",57,73,310,"750665"
58,"spotify:track:44L2bY93uD65CEHWbozpx4","Nicki Minaj","Pink Friday Girls","Republic Records",58,66,5,"750191"
59,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",14,78,153,"737130"
60,"spotify:track:5NORWMFC27ywGSZxi8uquP","The Lumineers","Ophelia","Dualtone Music Group",60,141,34,"733964"
61,"spotify:track:0cVyQfDyRnMJ0V3rjjdlU3","Paul Russell","Lil Boo Thang","Arista Records",61,83,11,"733893"
62,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,38,93,"727967"
63,"spotify:track:3KTRve0Kx6ytMtlEWkWcgt","Songer, BL@CKBOX","Toxic (Freestyle)","Relentless Records",63,105,3,"727624"
64,"spotify:track:22VHOlVYBqytsrAqV8yXBK","Noah Kahan, Post Malone","Dial Drunk (with Post Malone)","Mercury Records/Republic Records",64,96,5,"726033"
65,"spotify:track:254bXAqt3zP6P50BdQvEsq","Fleetwood Mac","Everywhere - 2017 Remaster","Rhino/Warner Records",47,54,251,"722810"
66,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",32,75,53,"721937"
67,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",2,59,130,"721023"
68,"spotify:track:5ZJGv7aGdIr9IGpxzSG18T","Nicki Minaj, Lil Uzi Vert","Everybody (feat. Lil Uzi Vert)","Republic Records",68,72,5,"717056"
69,"spotify:track:4KW1lqgSr8TKrvBII0Brf8","Kanye West","Father Stretch My Hands Pt. 1","Rock The World/IDJ/Kanye LP7",55,55,17,"716675"
70,"spotify:track:086myS9r57YsLbJpU0TgK9","Arctic Monkeys","Why'd You Only Call Me When You're High?","Domino Recording Co",29,70,169,"716117"
71,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Mosley Music/Interscope Records",4,80,83,"714192"
72,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",5,53,30,"711020"
73,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",2,62,57,"710155"
74,"spotify:track:3IX0yuEVvDbnqUwMBB3ouC","Olivia Rodrigo","bad idea right?","Olivia Rodrigo PS",4,52,22,"708971"
75,"spotify:track:5mHdCZtVyb4DcJw8799hZp","RAYE, 070 Shake","Escapism.","Human Re Sources",1,46,60,"706053"
76,"spotify:track:1zv3WFUbZ5vPxFq9I2jAU1","Rihanna, Calvin Harris","We Found Love","Def Jam Recordings",34,34,42,"703023"
77,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",49,85,55,"696208"
78,"spotify:track:1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU","Republic Records",78,88,4,"692523"
79,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",39,63,110,"689773"
80,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",19,81,172,"688296"
81,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",27,68,80,"677163"
82,"spotify:track:7DSAEUvxU8FajXtRloy8M0","Miley Cyrus","Flowers","Columbia",1,31,51,"676492"
83,"spotify:track:5FVd6KXrgO9B3JPmC8OPst","Arctic Monkeys","Do I Wanna Know?","Domino Recording Co",24,86,304,"671194"
84,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Eminem Catalog PS",51,79,127,"670177"
85,"spotify:track:1ACFweuuvf6MHtptObgreR","Jazzy","Giving Me","Polydor Records",3,60,37,"670134"
86,"spotify:track:5gDWsRxpJ2lZAffh5p7K0w","The Weeknd, Lana Del Rey","Stargirl Interlude","Universal Republic Records",86,98,68,"666331"
87,"spotify:track:3E7dfMvvCLUddWissuqMwr","Miley Cyrus","Party In The U.S.A.","Hollywood Records",56,56,101,"660050"
88,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",33,95,61,"659913"
89,"spotify:track:3XqM8hLCEYlbnFjoWwqtFv","Chris Brown","Angel Numbers / Ten Toes","Chris Brown Entertainment/RCA Records",87,124,8,"657535"
90,"spotify:track:0ZVjgfaC2Ptrod9v6p9KFP","Hannah Laing, RoRo","Good Love","WUGD / Polydor Records",8,92,32,"656611"
91,"spotify:track:0cGG2EouYCEEC3xfa0tDFV","Soft Cell","Tainted Love","EMI",91,94,17,"655401"
92,"spotify:track:3yfqSUWxFvZELEM4PmlwIR","Eminem","The Real Slim Shady","Eminem Catalog PS",57,71,144,"655002"
93,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",6,87,14,"653256"
94,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,77,213,"653029"
