rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7pXNFEzqeZB8rIbcFtYTop","Black Sherif","Kwaku the Traveller","Blacko Management / EMPIRE",1,-1,1,"286699"
2,"spotify:track:4Gasn91fsCefnN8zM5GjA8","Pheelz, BNXN","Finesse","Warner Records",1,1,6,"142320"
3,"spotify:track:7d1aTQlsHMgWmkPywDi7h1","Asake, Olamide","Omo Ope (feat. Olamide)","Asake Music",2,4,8,"114054"
4,"spotify:track:5FtWjKVBTMklN2yCP9UhF6","Asake, Burna Boy","Sungba (feat. Burna Boy) - Remix","YBNL 2022",4,7,2,"113345"
5,"spotify:track:3BnDvpeuGOj21Ir2aVEtQo","Rema","Calm Down","Mavin Records / Jonzing World",1,2,8,"108791"
6,"spotify:track:1Cg51Jk6EoXBQ0KiwzWJfm","Fireboy DML","Playboy","YBNL Nation / EMPIRE",6,6,3,"102347"
7,"spotify:track:2koM4vqlpUzeRbNkjsDBwF","Darkoo, Black Sherif","Always (feat. Black Sherif)","Atlantic Records UK",7,18,6,"95484"
8,"spotify:track:3KO1322zrWwGa8TWQDBFvg","Asake","Sungba","YBNL 2022",3,3,8,"90130"
9,"spotify:track:79P1sxrpp1phhTgF1gkaI8","BNXN, Blaq Diamond","Italy (feat. Blaq Diamond)","To Your Ears Entertainment",3,12,8,"70618"
10,"spotify:track:2XuLnQELesgnkCGZbSJHO0","Lil Kesh, Zinoleesky","Don't Call Me (feat. Zinoleesky)","Ziiki Media",6,16,8,"70431"
11,"spotify:track:4lDghGd035xrzGp6Yec2j1","Skiibii, Davido","Baddest Boy - Remix","More Grace Entertainment, Distributed by Dvpper",3,14,8,"69672"
12,"spotify:track:7sSpKoxxtecQry1wxVmpIz","BNXN","For Days","T.Y.E. / EMPIRE",12,-1,1,"66748"
13,"spotify:track:0aMOalD335v1hsSXmLURzz","Chris Brown, Rema","Time N Affection","Mavin Records / Jonzing World",5,5,2,"65300"
14,"spotify:track:574QNMkQGedluLOgr275s9","Black Sherif, Burna Boy","Second Sermon - Remix","Blacko Mgt. / Spaceship Records",14,41,8,"63737"
15,"spotify:track:6rDbIKxHWteL6TnhLtj634","T.I BLAZE, Olamide","Sometimes (Remix)","Dvpper Digital",8,23,8,"63146"
16,"spotify:track:6PojTTCNlz3qo3qBKuUyaO","Mayorkun, Victony","Holy Father","SM Entertainment West Africa Limited",5,19,8,"61354"
17,"spotify:track:2jZ2MrAk8iNZk1dsI0Vr5z","Timaya, BNXN","Cold Outside","DM Records Limited",5,21,8,"59173"
18,"spotify:track:3OsZkVwyJhGLJ0KrdUx23o","Victony","Apollo","Encore Recordings",15,31,4,"58880"
19,"spotify:track:1zwZ26A7OA5wTrA3FejCLL","Lojay, Sarz","Monalisa","Metallic Music/1789",6,24,8,"55181"
20,"spotify:track:0kmVNMFtYuiN3vjyxsyZZS","AJ Tracey, Rema","FYN","Mavin Records / Jonzing World",6,9,4,"47702"
21,"spotify:track:4G11wDzAKuCFqApL4g3ixC","Adekunle Gold, Davido","High","Afro Urban Records",10,25,8,"47152"
22,"spotify:track:2Ydj7wgn4ZrFFQsfFBTTYJ","Kizz Daniel","Eh God (Barnabas)","FlyBoy INC / EMPIRE",16,32,8,"47068"
23,"spotify:track:3ketN3dth18vSJ1T3HIztN","Burna Boy, Wizkid","B. D’OR (feat. Wizkid)","Spaceship/ Bad Habit/Atlantic Records",13,34,8,"46682"
24,"spotify:track:0z0hrjBtCLS8WnQXWtKOWP","Zinoleesky","Rocking","Marlian Music",10,30,7,"46465"
25,"spotify:track:0hW02S9ACVYANz1ica10jH","Magixx, Ayra Starr","Love Don't Cost A Dime (Re-Up)","Mavin Records",21,37,8,"44369"
26,"spotify:track:6tTeRmhhuwDl5Y4UiJdHuO","Omah Lay, Justin Bieber","attention (with Justin Bieber)","KeyQaad/Sire Records",4,35,5,"43859"
27,"spotify:track:2oOr7XZmuqYTdmCnC5qQsC","Ajebo Hustlers","Loyalty","Avante Entertainment",11,36,8,"43797"
28,"spotify:track:6L0owZVOkCYYajP9ChDHdX","Joeboy","Cubana","emPawa Africa Limited",28,-1,1,"43659"
29,"spotify:track:3Q78lDuzWs50Gry1eQA7NX","Khaid","WITH YOU","NEVILLE RECORDS",16,42,8,"43369"
30,"spotify:track:6GkFcz1YNlGwDVyGSgwp3k","ArrDee","Come & Go","Universal-Island Records Ltd.",30,51,5,"42954"
31,"spotify:track:4NLFnAPoMAiuuK8iXnit6W","Reekado Banks","Ozumba Mbadiwe","OtherSide Media Limited",11,38,8,"42006"
32,"spotify:track:3k9Y1OBtIdPQNqbKILvJcD","Aṣa, Wizkid","IDG","Platoon",4,40,6,"41332"
33,"spotify:track:77eZIuMTB9HrQ86L4ljqEX","FAVE","Baby Riddim","TUMBLAR under exclusive license to emPawa Africa Limited",16,48,8,"40280"
34,"spotify:track:7scINjDU13FTbCakH7bf2E","BNXN","Outside","To Your Ears Entertainment",28,45,8,"40271"
35,"spotify:track:0m65pnkFyJ5w8vMjYTCsI5","Skiibii","Trenches","Africori",34,44,3,"39769"
36,"spotify:track:10m1yYuud3w7bb43srjbWi","Ruger","Snapchat","Promised Land Recordings",15,46,8,"39648"
37,"spotify:track:4tr4oHjFijp0EgISHYDIXe","Joeboy","Sip (Alcohol)","emPawa Africa Limited",24,43,8,"38888"
38,"spotify:track:3vTW0qXIitjhZW5kfTwBTv","Davido, Focalistic","Champion Sound","Columbia",19,49,8,"38601"
39,"spotify:track:6jdTkoEaer7XNGSblczoSu","Wizkid, BNXN","Mood (feat. BNXN)","Starboy/RCA Records",29,50,8,"38487"
40,"spotify:track:6teW0qt23aGnWhC0rSvtoz","Omah Lay","understand","KeyQaad/Sire Records",20,52,8,"38175"
41,"spotify:track:6lZ5p6VTbZ2ZvnsdTlLv7I","CKay","emiliana","WM South Africa",21,54,8,"38087"
42,"spotify:track:1tDf8B65kTrz87w5RJmgXG","Olamide, Wande Coal","Hate Me","YBNL Nation / EMPIRE",7,39,7,"37069"
