rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5ATwkalJ9FnLp7Zcvxo1rl","Dedublüman, Mavzer Tabancas","Belki","AVRUPA MÜZİK YAPIM",1,1,4,"4398559"
2,"spotify:track:5flH7FY4ledAQboO5a0XQ5","UZI, Mavi","SENIN UGRUNA","Ava Music / Avrupa Müzik",2,2,5,"4261357"
3,"spotify:track:7toL7Re9rApzIuIFDaLQSe","KÖFN, Salman Tin, BKE","Bi' Tek Ben Anlarım","Hypers",1,3,30,"3060257"
4,"spotify:track:5nH1QRipfAJ8Pd9rFu3xHh","Dedublüman","Belki - Akustik","AVRUPA MÜZİK YAPIM",4,4,4,"2756652"
5,"spotify:track:2SwQShWjZsxoGviEyaEMOX","Ezhel","Nerdesin","StageArt Europe",1,5,12,"2385797"
6,"spotify:track:2Pe8d9oClBgLkkz2N35AiN","Semicenk","Unutmak Öyle Kolay Mı Sandın","EVA RECORDS",6,6,7,"2300248"
7,"spotify:track:7E3YAVF3A7Shm7w2p3Np1Z","Şanışer, Ayda","Aşk Şarkısı - Live","Collabel",7,8,6,"2140333"
8,"spotify:track:4o4kbDP7DMVFPwAf5D5bj9","Simge","Aşkın Olayım","DOĞAN MÜZİK YAPIM",5,7,49,"2123280"
9,"spotify:track:65tIJClJx8fHo6YW4wVDhi","Güneş","Suçlarımdan Biri","M.O.B. Entertainment",1,11,29,"1965639"
10,"spotify:track:3CbxLHTkPClIGBzRDf3JGK","UZI","XXL","Ava Music / Avrupa Müzik",1,9,5,"1933815"
11,"spotify:track:3zyGddnNteFhuj1fKMg4sZ","Lil Zey","OnlyFans","Atlantic Records Germany",11,39,2,"1865653"
12,"spotify:track:38QSynLcDBfbETORhSsssH","ATE","Diğer Yarım","ATE",1,12,14,"1816517"
13,"spotify:track:18Ies0Fsw2IwDuLoOhDlyy","Zeynep Bastık","Ara","Polydor",2,10,11,"1816093"
14,"spotify:track:4O9hcXs1ohtbw4xnMU8wfo","Can Koç","Gökyüzünü Tutamam","Fono Müzik Üretim",6,14,30,"1798275"
15,"spotify:track:1qFiddLkQ7saFavoVIBpsF","Emir Can İğrek","Beyoğlu","Hypers",15,-1,1,"1700935"
16,"spotify:track:7dFVvPxqk4O32ra3VjfUwU","UZI","UNUTTUM","Ava Music / Avrupa Müzik",4,13,5,"1688981"
17,"spotify:track:7Hfb93mB78H7HnZobmjtzt","Sefo, Jako","kördüğüm","SONY MUSIC TURKEY",8,15,8,"1676775"
18,"spotify:track:4NeOAItkkLHPOw35eDdGQo","Eftalya Yağcı, Lvbel C5","Sevmiş Gibi","Lais Records",4,16,9,"1606269"
19,"spotify:track:13THdxqHT11aSk3G8nUDzZ","Mavi Gri","Altüst Olmuşum","Mavi Gri",19,19,68,"1590647"
20,"spotify:track:55Tf67DiltMLjOY6A25s3J","ALIZADE, BEGE","Kalbin bana kaldı","New Wave",10,17,11,"1575699"
21,"spotify:track:0XNX9BCSWvEwsdBwUTRhMh","Emir Can İğrek","Kor","Hypers",6,20,53,"1468494"
22,"spotify:track:1x3Ow6I8AbWQyWHXFm5HzP","ALIZADE","ANORMAL","New Wave",22,23,7,"1450362"
23,"spotify:track:10n66m41IGjA2ZulKPK7Ew","Madrigal","Seni Dert Etmeler","AVRUPA MÜZİK YAPIM",1,21,131,"1427559"
24,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",16,26,78,"1375488"
25,"spotify:track:0r6tglSiN3TZTyRMvMCR5B","Madrigal","Dip","Madrigal",11,22,45,"1365286"
26,"spotify:track:11AkXmBdjwu4upt22GjJrG","Berkay Altunyay","Olmazlara İnat","SONY MUSIC TURKEY",6,24,23,"1350967"
27,"spotify:track:3fznN0fNZAuTSu8f0vDO7E","Lvbel C5","MOVIE","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",9,18,3,"1286316"
28,"spotify:track:5sIHhx9IOpQ7ggv16wLsWZ","UZI","ARASAN DA","Ava Music / Avrupa Müzik",1,28,30,"1257786"
29,"spotify:track:2FRX5tqHnjJKIAAmgRbsvJ","cakal","Mingoflalar","NinetyFive",6,27,15,"1239673"
30,"spotify:track:7jnN5sT8rk6PIvBZRWYdJj","Semicenk","Herkes Gibisin","Eva Records TR",27,30,23,"1237299"
31,"spotify:track:0szRcHR9IsUO2Xj8uAKPM6","Pinhani","Bilir O Beni","BEĞENİ MÜZİK YAPIM",9,29,33,"1212261"
32,"spotify:track:3iz0BamLeB8AngNYpjbC6E","Sefo, CAPO","ISABELLE","3TR6AP2",4,25,18,"1176368"
33,"spotify:track:5UV2oqgMXvlkOvvtK3aT7f","mor ve ötesi","Bir Derdim Var","RAKUN MÜZİK FİLM",29,33,298,"1108489"
34,"spotify:track:5h1Zdr8ghV5RaWjtdfVo8w","MERO, Murda","Konum Gizli (feat. Murda)","Pentagon Records Plus",6,32,22,"1075489"
35,"spotify:track:36S6sHnPZ0VBjD4uLbNXM7","Ati242","Inzaghi","SST",17,31,13,"1072913"
36,"spotify:track:0UguFn9xs4WQshHabcxUxH","Semicenk, Funda Arar","Al Sevgilim","Eva Records TR",3,34,27,"1062435"
37,"spotify:track:4qcngMZ8yF98sAnFKlvXPN","Lvbel C5","GELMEZSEN GELME","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",2,37,30,"1041492"
38,"spotify:track:3ABGx9FyeEdMCjDR5TyfdV","Mavi Gri, Ahmet Hatipoğlu","Ölümle Yaşam Arasında","Mavi Gri",38,54,10,"1023358"
39,"spotify:track:62nygHWpn3wLwnZmJ8keVs","Velet","Aşk Sadece Anlayana","Müzik Bankası",2,36,22,"1018422"
40,"spotify:track:4PUniKS3Cywu23xjdtoji5","UZI","Outro","M.O.B. Entertainment",40,48,17,"1001365"
41,"spotify:track:3nqQXoyQOWXiESFLlDF1hG","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",41,46,3,"999971"
42,"spotify:track:5UueGx6aALmUslrPdWOB9K","BEGE, Yung Ouzo","2T1BB","BEGE",1,35,16,"996272"
43,"spotify:track:5kpkEb0M49YM516trGUSWS","Rei 6","Ah Canım Sevgilim - Demo","Rei 6 under exclusive license to Amuseio AB",7,40,64,"986874"
44,"spotify:track:7lkqbdBKrsyNNq3xi0LeaY","Güneş","NKBİ","M.O.B. Entertainment",20,42,19,"982020"
