rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:72jYQj3RgTR1DFLfibD71B","UZI","ARASAN DA","Ava Music / Avrupa Müzik",1,1,3,"4612823"
2,"spotify:track:4qcngMZ8yF98sAnFKlvXPN","Lvbel C5","GELMEZSEN GELME","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",2,2,3,"2483017"
3,"spotify:track:72EjrX3xp4Ea2nhQRY6LMI","Reckol, BEGE","Feragât","Perros Blancos & DMC",3,-1,1,"2332725"
4,"spotify:track:26uWcQnnhCXzkjM7OqVFlj","Canbay & Wolker","Leylim Yar","Canbay & Wolker, Under Exclusive Licence to ONErpm",3,3,4,"2181200"
5,"spotify:track:6gxLEbRJlorva6uVRW4gof","UZI","PAPARAZZI","Ava Music / Avrupa Müzik",1,4,20,"2016033"
6,"spotify:track:1IquNFg2RRH1CLRAHNVgQ9","Kalben","Yara","GARAJ",6,7,7,"1664924"
7,"spotify:track:6zUeLNZHEzENd8ts4V9yj2","Lvbel C5, Batuflex","GÖNDER GELSİN","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",3,5,3,"1513567"
8,"spotify:track:7zxHknEJ9gfaL8Ln6UqYUX","Montiego, Lvbel C5, Batuflex","Yallah","Lais Records",1,6,9,"1326313"
9,"spotify:track:6TQj22qKkIAd9cuBiFlvKf","Reckol, cakal","Benimle Gel","Perros Blancos & Reckol Music",4,9,8,"1270637"
10,"spotify:track:3lSuzS3jEkys1ZXw4tAcRR","Sefo","Affettim","3TR6AP2",1,8,12,"1269301"
11,"spotify:track:7jQri0CCEkeOGt7fedmmsu","Ati242, Organize","FESTİVAL","PMC",11,-1,1,"1184379"
12,"spotify:track:4O9hcXs1ohtbw4xnMU8wfo","Can Koç","Gökyüzünü Tutamam","Fono Müzik Üretim",12,21,3,"1158841"
13,"spotify:track:6GDpxEOvaXS0nbqSrFtDAQ","Lvbel C5","10 NUMARA","EMI - Kent Elektronik Sanayi ve Ticaret A.S.",1,11,25,"1136334"
14,"spotify:track:5SFBaOi2ELB2P5tFzmcD73","Diyar Pala","Anla","Diyar Pala",13,13,6,"1113894"
15,"spotify:track:2MvIexkUblP1QdpBzKot3N","UZI","CINDY","Ava Music / Avrupa Müzik",1,10,28,"1098389"
16,"spotify:track:10n66m41IGjA2ZulKPK7Ew","Madrigal","Seni Dert Etmeler","AVRUPA MÜZİK YAPIM",1,12,104,"1083455"
17,"spotify:track:5kpkEb0M49YM516trGUSWS","Rei 6","Ah Canım Sevgilim - Demo","Rei 6 under exclusive license to Amuseio AB",7,14,37,"1047184"
18,"spotify:track:4LRPiXqCikLlN15c3yImP7","Harry Styles","As It Was","Columbia",18,-1,1,"1014560"
19,"spotify:track:72t3CRd8YEFrlc3x0OVaob","UZI","Umrumda Değil","M.O.B. Entertainment",2,17,55,"999009"
20,"spotify:track:4Sng3wnol2Gb2yXgFdr9lj","Dolu Kadehi Ters Tut, Sedef Sebüktekin","Gitme","Dolu Kadehi Ters Tut",13,20,158,"973626"
21,"spotify:track:2pTwhAbZHkM1CyDYe1k8hl","Berk Baysal","Yaralarını Ben Sarayım","Bragi Productions",19,23,6,"972982"
22,"spotify:track:7dvt5DT77W7neWuCfCUOYV","Derya Uluğ","Sana Çıkıyor Yollar - Kaderimin Oyunu Orijinal Dizi Müziği","NGM MEDYA",17,19,9,"944315"
23,"spotify:track:0HbKbkAMK7Wnps5vpZW4j2","No.1, Melek Mosso","Yarım Kalan Sigara","talentino*",22,22,16,"938974"
24,"spotify:track:5Qf8dlJ2zZTfztx7o7kbDN","Semicenk","Düşer Aklıma","Eva Records TR",8,16,12,"924676"
25,"spotify:track:6g6MHm9u0h2Em9Xuk89eqR","EDIS","Arıyorum","EDS Company",3,15,29,"902374"
26,"spotify:track:2w5SV2BYwU4FVKBkFYlCU2","Dolu Kadehi Ters Tut","Hiç İyi Değilim","SMF Muzik Yapim Anonim Sirketi",18,45,4,"890283"
27,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",15,25,21,"860557"
28,"spotify:track:1vLkBVAy8ZWrqcQjYTPP3a","Evdeki Saat","Uzunlar - V1","AVRUPA MÜZİK YAPIM",10,24,98,"845156"
29,"spotify:track:6Y7B1Jyw9RJJtCTbGnw6zJ","Organize","Gözler Yalan Söylemez","Mundo Music",12,26,6,"815938"
30,"spotify:track:5S0Q8i6RTwekXnE2WU3vQi","Güneş","Suçlarımdan Biri","M.O.B. Entertainment",30,44,2,"810729"
