rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0Ca4p7aZRXKdGvLuqezTwC","Enes Batur","Dolunay","ILS Music",1,2,3,"1004772"
2,"spotify:track:4IJEw3fDvS6XF4sDc3bvjK","Murda, Ezhel","AYA","Noah's Ark BV",1,3,16,"977082"
3,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",3,4,17,"962705"
4,"spotify:track:2KlbLTnQ5Wch2oOelW0Y2k","Ufo361, Ezhel","Wir sind Kral","Urban",1,5,13,"924642"
5,"spotify:track:1LNUxWJifZNEPpd273N2le","Emir Can İğrek","Nalan","Hypers",2,6,18,"882203"
6,"spotify:track:5sSKQKLzKqOKxbgUyGlk2w","Ceza","Beatcoin","ED Müzik",1,1,3,"871549"
7,"spotify:track:4QVEEOx7TeTA0vQfeP8tgN","Patron","Goal","PMC",7,9,9,"813052"
8,"spotify:track:6bBnnrknLbDoOCUdKMkmnq","Ben Fero","Arkadaş","Ben Fero",1,7,9,"808719"
9,"spotify:track:0V0bWil6rS8w4Xbn6eGwCQ","İkiye On Kala","Bütün İstanbul Biliyo","Joojee",8,10,8,"785550"
10,"spotify:track:24BvlSG2Y36Heg1dwLwHtu","Zeynep Bastık","Uslanmıyor Bu","Hypers",10,-1,1,"731988"
11,"spotify:track:3F1vlhA0ISnqXJMOXUZP7V","Rozz Kalliope, Ece Seçkin","Benjamins 3","DOĞAN MÜZİK YAPIM",1,8,6,"702571"
12,"spotify:track:36ulbeGLdspdIYSFKXIlmN","Sagopa Kajmer","Toz Taneleri","Melankolia Müzik",1,11,6,"691682"
13,"spotify:track:1BzTI6CkluzAJsXFRkXTaR","Ufo361, Ezhel","Yemin Olsun","Urban",3,12,8,"666110"
14,"spotify:track:5XR0fbf6IAizysmuSQDoUX","Aspova","Eskimiş Senelere","Masta JAM Music",10,14,16,"658556"
15,"spotify:track:7hGc0ggqVVOndzHLIS4Kag","Ezhel","LOLO","StageArt Europe",5,13,18,"608497"
16,"spotify:track:2qpwx9xOkCqzOMVnOkZ2X8","Patron","Güzel Kızlar Patron Dinler","Sofistikal Music",5,15,28,"561972"
17,"spotify:track:4TnjEaWOeW0eKTKIEvJyCa","Trevor Daniel","Falling","Alamo",17,17,6,"543989"
18,"spotify:track:0xNW1WrxJP3USOL2r0gqHE","Mustafa Sandal, Zeynep Bastık","Mod","YaDa Müzik",12,18,9,"530740"
19,"spotify:track:5m42G9KcZupRGXyBj2dPzV","BEGE, EFESAVAGE","Neresi?","BEGE",2,16,9,"513423"
20,"spotify:track:7hU3H2id2pBVawD7e3zd8N","Kahraman Deniz","Böyle Sever","Locca Records",10,19,54,"503742"
21,"spotify:track:5CaKpl8JB1FMCbsgh0sgO8","Ufuk Beydemir","Ay Tenli Kadın","Zoom",1,21,92,"466119"
22,"spotify:track:3loy88Lp5qoTHhL8GhRfVZ","Norm Ender","Mekanın Sahibi","Independent",1,20,25,"455031"
23,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",7,23,29,"453942"
24,"spotify:track:5pdsGdTeqH6MHqJeKkpwX3","Anıl Piyancı, Zeynep Bastık","Bırakman Doğru Mu","Yeşil Oda Yapım",2,26,29,"451303"
25,"spotify:track:4tT9mBO8n3pEuCeUDnzE4s","Ufo361, Ezhel","YKKE","Urban",4,25,10,"450449"
26,"spotify:track:768WdBNQJQiDzbMjTZx5aZ","Emir Can İğrek","Silahım Yok","Hypers",14,22,3,"440291"
27,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",4,24,41,"431175"
28,"spotify:track:7zn6VQuPR6aCLPRcZAA89R","Yüzyüzeyken Konuşuruz","Ölsem Yeridir","SONY MUSIC TURKEY",5,32,37,"426678"
29,"spotify:track:6sMKnGxbHEloI6usl0FLdh","Grogi, Khontkar","Gelemem","Basemode Records",29,40,14,"420867"
30,"spotify:track:11PO9iu6PtpgL1JK4QNUEJ","Yüzyüzeyken Konuşuruz","Dinle Beni Bi'","SONY MUSIC TURKEY",19,33,98,"419533"
31,"spotify:track:3ZCTVFBt2Brf31RLEnCkWJ","Billie Eilish","everything i wanted","Darkroom/Interscope Records",16,27,8,"415742"
32,"spotify:track:2VUTPdW21gPVVTEmvdSwos","Reynmen","Ela","Houze Istanbul",1,29,26,"409493"
33,"spotify:track:73Ec1iE2MDm6Y16Tq2Rz8O","Adamlar","Zombi","GARAJ",7,31,39,"405821"
34,"spotify:track:59l0CeaA4LLngf30waUXWB","Ezhel","Felaket","StageArt Europe",1,30,49,"396620"
35,"spotify:track:2fvT2Y3xXxjNLxZgV4Si9t","Emir Can İğrek","Defoluyorum","Hypers",31,38,45,"391232"
36,"spotify:track:2CjjjGKJA1ybc5wjCyJYjm","Feride Hilal Akın","Yok Yok","DOĞAN MÜZİK YAPIM",1,39,34,"387092"
37,"spotify:track:3AcW8pLpwabvsvAJSJMqbw","Sagopa Kajmer","Vazgeçtim İnan","Melankolia Müzik",7,34,6,"387052"
38,"spotify:track:6R3YNDKSDdXh4s8sKewqCD","Mustafa Ceceli","Bedel","DOĞAN MÜZİK YAPIM",18,36,12,"384304"
39,"spotify:track:2kQTQ4x3tG1BcBA4nFp6qf","Mert Şenel","Şaraplar ve Kadınlar","PRBLMS!",9,35,40,"383785"
40,"spotify:track:7hi5MfCb1vIPwsXAhm2z2P","Şanışer, Sezen Aksu","Kara Geceler","Collabel",9,28,4,"369620"
41,"spotify:track:51Fjme0JiitpyXKuyQiCDo","Y2K, bbno$","Lalala","Columbia",11,37,27,"359665"
42,"spotify:track:75h4Bilr9NatfonTWxEQXB","Kahraman Deniz","Uzak Gelecek","Locca Records",42,49,7,"347424"
43,"spotify:track:79MWhuYapVlBQ4ozGVdO6e","Cem Adrian, Hande Mehan","Sen Benim Şarkılarımsın","SONY MUSIC TURKEY",43,44,69,"340393"
44,"spotify:track:7CyKxThAhId8fyIauqLHyU","Patron","Manzaralar","PMC",21,47,40,"338653"
45,"spotify:track:09XOVDSIbBxBf6Kr1vGnHf","Ceza","Neyim Var Ki (feat. Sagopa K)","Hammer Müzik",2,42,108,"338491"
46,"spotify:track:4pqintftlokZCfmrA67rRj","Hande Ünsal","Daha İyi","DOĞAN MÜZİK YAPIM",46,54,6,"332943"
47,"spotify:track:6LcauUZjF1eXQrgqMUecHX","Tyga","Ayy Macarena","Columbia/Last Kings Records",47,76,3,"331202"
48,"spotify:track:7iQYp6Fp3xFFatU20GZtLe","BEGE, Nova Norda","Yeniden","BEGE",1,43,28,"329760"
49,"spotify:track:0OSROf38sIH5vvq33dTTtp","Eypio","Naim - Cep Herkülü Naim Süleymanoğlu Orjinal Film Müziği","Doğan Müzik Yapim",49,55,7,"326529"
50,"spotify:track:4nWVlBWgG018k57NMeT9An","Berkay","İki Hece","AVRUPA MÜZİK YAPIM",42,51,4,"324319"
51,"spotify:track:7JqqFxuWWpOO9798KQuo33","Sagopa Kajmer","Neyse","Melankolia Müzik",8,45,6,"321267"
52,"spotify:track:696DnlkuDOXcMAnKlTgXXK","Arizona Zervas","ROXANNE","Arizona Zervas",48,48,8,"317878"
53,"spotify:track:3kyGlb9iNqhKJsS2WVNyzH","Ben Fero","Demet Akalın","Ben Fero",3,46,47,"314104"
54,"spotify:track:5uPvYhaOSNvSSPYfsP9y6p","Tuğçe Kandemir","Yelkovan","TTE Production",20,50,13,"298871"
55,"spotify:track:3VyjsVV24RmBIbWJAeUJNu","Don Toliver","No Idea","We Run It Ent./Cactus Jack/Atlantic",55,98,3,"298577"
56,"spotify:track:22TdLvsEeioBza7NcsKfQO","Ufo361, Ezhel","Bir Daha","Urban",11,53,8,"298577"
57,"spotify:track:44SL8gbaYHhIEp4CVUxdPz","Patron, FRO","Kırgın Adımlar","PMC",41,41,2,"297088"
58,"spotify:track:5O4hZ2sqGCfvesLshqvM0D","Kahraman Deniz","Suç Mahalli","Locca Records",49,62,64,"296650"
59,"spotify:track:3QU434ADt3i1Vpzghrzpz0","Ozbi, Melek Mosso","Hadi Gittik","OzbiMusic",57,60,41,"288067"
60,"spotify:track:63FbZONuRQLexBqNhedcMD","Ceg","Sokaklar","Whitechapel Müzik Organizasyon Ticaret Limited",22,68,16,"285583"
61,"spotify:track:2LyNSp1fJKr9NsieJ4oRDH","Bilal Sonses","Cennetten Çiçek","Sonses Müzik",60,67,5,"285213"
62,"spotify:track:4EpPCQ7bqVUj65LoFydDj2","Ezhel","Olay","StageArt Europe",2,52,18,"284773"
63,"spotify:track:3kD2fBvNR5xvbJxO1MW6HT","Merve Özbey","Yaramızda Kalsın","KNY Muzik",14,58,33,"283507"
64,"spotify:track:14NZoXCrTaI7ClIznTYIpf","Sagopa Kajmer","Avutsun Bahaneler","Melankolia Müzik",3,57,21,"281568"
65,"spotify:track:35u4yRijMBIcZ4t6jm0NEf","Khontkar, Ben Fero","JENGA","RedKeys Music",5,65,31,"280765"
66,"spotify:track:23KSyhPMqyUVrrLo300YiW","Yüzyüzeyken Konuşuruz","Ne Farkeder","SONY MUSIC TURKEY",10,66,146,"280517"
67,"spotify:track:7fUGWMgLzsVdID1eKoPm3b","Anıl Piyancı, Ezhel","KAFA10","Yeşil Oda Yapım",2,56,66,"279703"
68,"spotify:track:26uHtSrQXUad9uCqxPiIXJ","Buray","Tac Mahal","SONY MUSIC TURKEY",50,64,23,"277351"
69,"spotify:track:5AZTndqPsymlA5Rt5Nrwbg","Ufo361, Ezhel","Kapat Işıklarını","Urban",9,59,8,"277039"
70,"spotify:track:0ELKA403grwyEZLPMzJRKs","Melike Şahin","Tutuşmuş Beraber","Columbia",15,72,31,"273379"
71,"spotify:track:0R0o8uOkDz40XsR6uwThfQ","Ezhel","Geceler","KOAL",2,61,137,"271708"
72,"spotify:track:5x5GwoDNfKSsq6Mgm0FVIp","Emir Can İğrek","Müzik Kutusu","Hypers",61,73,41,"268326"
73,"spotify:track:1B26IuTpOgtKawvALmwoWs","Sehabe, Aydilge","Bir Ayda Unutursun","Hisar Müzik",58,70,14,"266871"
74,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",32,63,86,"264103"
75,"spotify:track:0sf12qNH5qcw8qpgymFOqD","The Weeknd","Blinding Lights","Republic Records",60,81,6,"263413"
76,"spotify:track:4WaxccyM7lk1pmompcC8yR","Adamlar","Sarılırım Birine","GARAJ",68,79,39,"261596"
77,"spotify:track:6UHpkvKlKa31ZZBRAE0FR1","Taladro, Ece Mumay","Uçurtma","CES Yapım",77,84,11,"260843"
78,"spotify:track:7DarbtpxRUG5POF3ifwu61","Yüzyüzeyken Konuşuruz","Bodrum","SONY MUSIC TURKEY",11,77,100,"257257"
79,"spotify:track:5xOAQ5o5mPI2FZZEOu1NZL","Yüzyüzeyken Konuşuruz","Boş Gemiler","SONY MUSIC TURKEY",8,83,71,"256766"
80,"spotify:track:1aHKVxoYHAWvedbVUTP9SF","Şanışer, Fuat, Ados, Hayki, Server Uraz, Beta Berk Bayındır, Tahribad-ı İsyan, Sokrat St, Ozbi, Deniz Tekin, Sehabe, Yeis Sensura, Aspova, Defkhan, AGAB, Mirac, Mert Şenel, Kamufle","Susamam","Collabel",1,74,18,"256618"
81,"spotify:track:4Sng3wnol2Gb2yXgFdr9lj","Dolu Kadehi Ters Tut, Sedef Sebüktekin","Gitme","Dolu Kadehi Ters Tut",57,87,41,"255677"
82,"spotify:track:5IaqRI0FLDMOdeSIMCNSCB","Dolu Kadehi Ters Tut","Yapma N'olursun","Dolu Kadehi Ters Tut",64,78,58,"254940"
83,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",79,86,11,"252395"
