rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6F3zAaf1DY7akff9JQ8pMb","Mata","Patointeligencja","SBM Label",1,1,5,"723642"
2,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",1,2,23,"526212"
3,"spotify:track:0XthAWvbDoOunjDceV6Jq2","Bedoes 2115, Lanek","VOGUE","SBM Label",3,3,6,"517511"
4,"spotify:track:1DXaXsT69EUS1aarFfBxMw","Tymek, Big Scythe, Deys","Anioły i Demony","Sony Music Entertainment",4,5,13,"515651"
5,"spotify:track:55sNf76dIok3ddZtFiNaaf","Bedoes 2115, Lanek","Jesteś ładniejsza niż na zdjęciach (na zawsze)","SBM Label",1,4,13,"484237"
6,"spotify:track:6STE4z6PBDVmCsIHejY66L","Bedoes 2115, Lanek, DJ Johny","Brzydkie Rzeczy","SBM Label",1,6,8,"417522"
7,"spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg","Dua Lipa","Don't Start Now","Warner Records",6,10,10,"417123"
8,"spotify:track:0sf12qNH5qcw8qpgymFOqD","The Weeknd","Blinding Lights","Republic Records",8,19,6,"400009"
9,"spotify:track:2dvxMlIfGY90Wvw8OSgZoF","Bedoes 2115, Lanek","1998 (mam to we krwi)","SBM Label",1,8,9,"395775"
10,"spotify:track:0biUEKHyKAPBDLcrjCUFsu","Bedoes 2115, Lanek","Opowieści z Doliny Smoków","SBM Label",1,9,11,"394764"
11,"spotify:track:4TnjEaWOeW0eKTKIEvJyCa","Trevor Daniel","Falling","Alamo",11,14,7,"373539"
12,"spotify:track:24Yi9hE78yPEbZ4kxyoXAI","SAINt JHN, Imanbek","Roses - Imanbek Remix","Craft Recordings",12,16,13,"352387"
13,"spotify:track:3rM7bxaGhahPf0bhRBlrXM","Tymek, C0PIK, Bazgrov, Big Scythe","Język ciała","Renesans",1,11,53,"350453"
14,"spotify:track:7GMszPpwzW9Yehj9Ox2QLD","Tymek, TEDE, Trill Pem","Rainman","Sony Music Entertainment",2,13,32,"349526"
15,"spotify:track:7BF6s1W1W9filnjQkNYasL","Bedoes 2115, Lanek, Kosa, White 2115","Wschód (lubię zapierdalać)","SBM Label",5,12,6,"346995"
16,"spotify:track:4ocfGuRDytBDjTeJLDIDjL","Ronnie Ferrari","Ona By Tak Chciała","Ronnie Ferrari",1,7,23,"345436"
17,"spotify:track:04VF7AgF5f5LR4TBAvGqB7","Szpaku, Kubi Producent","Kochaj Mnie","GUGU",17,25,3,"335411"
18,"spotify:track:5wOAQXIydVWJNatT6nKwhz","Żabson","Floyd Mayweather","REVOLUME",7,15,15,"331109"
19,"spotify:track:41L3O37CECZt3N7ziG2z7l","Justin Bieber","Yummy","RBMG/Def Jam",19,-1,1,"321334"
20,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",20,24,19,"317988"
