rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7eBYMVok43QesT0KnuIkjn","Quebonafide, Duit, Daria Zawiałow","BUBBLETEA","QueQuality",1,2,15,"706808"
2,"spotify:track:0vF7lhodVL9PA4DAR1Byxm","SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Beteo, Adi Nowak, Kacperczyk","A nie pamiętasz jak?","SBM Label",1,1,5,"657310"
3,"spotify:track:6OE7voRcEvrBPDl7wqjn4D","White 2115","Morgan","SBM Label",3,3,5,"548618"
4,"spotify:track:45usm4EhTn4gf5F9XlGiTo","SB Maffija, Jan-Rapowanie, Janusz Walczuk, Białas, White 2115, Bedoes 2115, Adi Nowak, Beteo, Mata, Solar","Hotel Maffija","SBM Label",2,4,6,"530107"
5,"spotify:track:3xlk3SVStmEGEWx5FtqpkW","sanah","Melodia","Universal Music Polska Sp. z o.o. (Magic Records)",5,5,19,"522820"
6,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",6,7,33,"520198"
7,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,8,32,"482637"
8,"spotify:track:4KIUTp9W1z6rXCgAh2EAKb","Kizo, Wac Toja","Lucky Punch","Universal Music Polska Sp. z o.o.",8,30,2,"467430"
9,"spotify:track:3A2kl8G8oRUbyXceaEInjD","Żabson, BENITO, Beteo","Hood Angel","INTERNAZIOMALE",6,6,3,"464178"
10,"spotify:track:2Y1Nd54Jrgciu2HtpP5ymM","Sobel","Impreza","Universal Music Polska Sp. z o.o.",3,9,25,"463883"
11,"spotify:track:24Yi9hE78yPEbZ4kxyoXAI","SAINt JHN, Imanbek","Roses - Imanbek Remix","Craft Recordings",5,10,39,"457569"
12,"spotify:track:1xQ6trAsedVPCdbtDAmk0c","Jawsh 685, Jason Derulo","Savage Love (Laxed - Siren Beat)","Columbia",12,13,3,"440905"
13,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Warner Records",9,12,15,"405518"
14,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",11,16,18,"399891"
15,"spotify:track:76nqCfJOcFFWBJN32PAksn","Ava Max","Kings & Queens","Atlantic Records",15,15,17,"399536"
16,"spotify:track:2yjSMIxii1fcnrf1R9tU4g","Quebonafide, Taco Hemingway","TOKYO2020","QueQuality",1,14,15,"398508"
17,"spotify:track:1p0GVV1UIllj5zJz2Z0Hzs","Szpaku, Raff J.R.","#Hot16Challenge2","Universal Music Polska Sp. z o.o.",1,11,9,"398006"
18,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",17,18,12,"382323"
19,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",3,17,7,"381034"
20,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",20,22,12,"365182"
21,"spotify:track:0xwpK0H2aL5YxREvcNw4Pe","sanah","Szampan","Universal Music Polska Sp. z o.o. (Magic Records)",1,20,26,"351686"
22,"spotify:track:78L2RUFISfqkmZMTCLYQJC","Mata, Ezra Williams, Sarcastic Sounds","100 dni do matury","SBM Label",1,19,25,"346230"
23,"spotify:track:0vPVqOKo8LWVganQgBZS5y","Mata","Schodki","SBM Label",4,23,42,"337910"
24,"spotify:track:5RwS1ot6BExaVdM26ikmXX","Szpaku, Raff J.R.","Różowa Pantera","Universal Music Polska Sp. z o.o.",24,66,2,"325466"
25,"spotify:track:7szuecWAPwGoV1e5vGu8tl","The Weeknd","In Your Eyes","Republic Records",8,25,16,"323273"
26,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Intercord",24,27,17,"322690"
27,"spotify:track:2ELxOAAcgZO6dqMPiDMjVV","Quebonafide","SZUBIENICAPESTYCYDYBROŃ","QueQuality",1,24,15,"313037"
28,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",28,35,5,"308095"
29,"spotify:track:0C1LsduE10DnOsZNiJxqD9","Żabson","Młody Boss","INTERNAZIOMALE",10,26,9,"305755"
30,"spotify:track:2sTuKKRZI1ciK5tflR00YE","Mata, Wyguś, Szczepan, Adam","GOMBAO 33","SBM Label",6,29,25,"299167"
31,"spotify:track:30OnKqCINi9fRJyQTEZeDz","Miyo, Tymek, Mafia Mike, Jonatan","Będzie Lepiej","MIYO",11,33,48,"290665"
32,"spotify:track:2nFaT0t36H6UX3wN3Vxvjm","White 2115","California","SBM Label",6,31,107,"288416"
33,"spotify:track:2pIZ5W6m2fBqWwnTEGx5mK","Malik Montana, OLEK, DMN","Niedostępny (prod. by Olek) (feat. DMN)","Sony Music Entertainment",1,28,21,"287543"
34,"spotify:track:668fqO2MHdOTyawPB33xui","Białas, Szpaku","Sępy","SBM Label",21,21,3,"282132"
35,"spotify:track:3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical","Warner Records",6,32,23,"280306"
36,"spotify:track:3IYs5Krfc09hLqpGfT1DF6","Tymek, TEDE, Trill Pem","Rainman","Sony Music Entertainment",2,34,58,"280078"
37,"spotify:track:2S3XCP3ZqwSJP3lJnaHPfR","Artur Rojek, Taco Hemingway","A miało być jak we śnie (feat. Taco Hemingway)","Kayax Production & Publishing / Artur Rojek",37,-1,1,"278236"
38,"spotify:track:0gwmifwzIBArZYYwUNCuJb","Tiësto, Stevie Appleton","BLUE","Universal Music, a division of Universal International Music BV",36,36,16,"273156"
39,"spotify:track:2kYgryHD0pSjhorV2DOdxc","Białas, Mata, Lanek","Drift","SBM Label",5,37,23,"268986"
40,"spotify:track:4bpShq8coki3AlMsXuFCDa","Taco Hemingway, Dawid Podsiadło","W PIĄTKI LEŻĘ W WANNIE","Taco Corp",1,41,51,"267130"
41,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",1,38,49,"263719"
42,"spotify:track:3ZjytV5BojgvkPnXdY5zV2","Mata","Patointeligencja","SBM Label",1,40,31,"259688"
43,"spotify:track:38r67NnLgSMEGhilk9QhF4","White 2115","Mogę Dziś Umierać","SBM Label",14,43,55,"256470"
44,"spotify:track:1QjaX3Jp5kbDDorjL9ktRQ","Malik Montana, Diho, Alberto, Bibič","Rundki (feat. Diho, Alberto & Bibič)","Epic/Malik Montana",8,42,7,"253049"
45,"spotify:track:0XthAWvbDoOunjDceV6Jq2","Bedoes 2115, Lanek","VOGUE","SBM Label",2,45,32,"249818"
