rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2yjSMIxii1fcnrf1R9tU4g","Quebonafide, Taco Hemingway","TOKYO2020","QueQuality",1,8,2,"1518119"
2,"spotify:track:2ELxOAAcgZO6dqMPiDMjVV","Quebonafide","SZUBIENICAPESTYCYDYBROŃ","QueQuality",1,1,2,"1428756"
3,"spotify:track:7eBYMVok43QesT0KnuIkjn","Quebonafide, Duit, Daria Zawiałow","BUBBLETEA","QueQuality",3,18,2,"1345827"
4,"spotify:track:25zU3Mo74b4uzIqop5Hc4T","Quebonafide, Mata","ASPARTAM","QueQuality",4,12,2,"1147915"
5,"spotify:track:5VfxZFMY8Y5v47iZQMcIFI","Quebonafide, Bedoes 2115","NIEPŁACZĘPONOTREDAME","QueQuality",5,14,2,"1111082"
6,"spotify:track:4NwWyazGpdIDDeOPcgnNDj","Quebonafide, Sokół, Czarny HIFI","GAZPROM","QueQuality",6,15,2,"1081702"
7,"spotify:track:0GxXEdmiQG1QwhbBnUW12T","Quebonafide, Sentino","ŚWIATTOMÓJPLACZABAW","QueQuality",7,19,2,"930917"
8,"spotify:track:3kuTcHSXvQYaq8wsMc6K4P","Quebonafide, Natalia Szroeder","TĘSKNIĘZASTARYMKANYE","QueQuality",8,17,2,"876488"
9,"spotify:track:5NgiIRfE2oPROyy58yuc0v","Quebonafide, Kiełas","AJETLAGTOMÓJNOWYDRAG","QueQuality",9,22,2,"852933"
10,"spotify:track:4eKLUPXpTIghBR8nr3X8rT","Quebonafide, patr00","PRZYTOBIE","QueQuality",4,5,4,"731660"
11,"spotify:track:6xp2vXA8VSK2jpeXF8MJ2E","Quebonafide, Mrozu","ŁAJZA","QueQuality",11,34,2,"721308"
12,"spotify:track:6BUj97AV6qwYB7m8Yjr4NJ","Quebonafide, Smarki Smark, DJ Ike","COJESTMAŁPY","QueQuality",12,23,2,"715238"
13,"spotify:track:5vUCXkWBLzqwtzN5YJotGS","Quebonafide, Natalia Szroeder","JESIEŃ","QueQuality",1,10,9,"693099"
14,"spotify:track:4seR2zKmDX8LLSFEyum42k","Quebonafide, Taco Hemingway","ROMANTICPSYCHO","QueQuality",1,13,9,"670625"
15,"spotify:track:2busrg8R2Rb0FGBcCmNZGo","Quebonafide, Vito Bambino","RUMPELSTILSKIN","QueQuality",15,32,2,"649505"
16,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,2,19,"582158"
17,"spotify:track:5NfepJQoadJU2xUI9zrVtO","Quebonafide, Ralph Kaminski","TOWSZYSTKOBYŁODLACIEBIE","QueQuality",17,39,2,"575922"
18,"spotify:track:2pIZ5W6m2fBqWwnTEGx5mK","Malik Montana, OLEK, DMN","Niedostępny (prod. by Olek) (feat. DMN)","Sony Music Entertainment",1,3,8,"526833"
19,"spotify:track:37OjKpGDZngkru4ToHVz4V","Sobel","Impreza","Universal Music Polska Sp. z o.o.",3,7,12,"471923"
20,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",4,4,23,"444325"
21,"spotify:track:24Yi9hE78yPEbZ4kxyoXAI","SAINt JHN, Imanbek","Roses - Imanbek Remix","Craft Recordings",9,16,26,"442828"
22,"spotify:track:3YO5XA7Bdi2qDHNVmVfLLW","sanah","Szampan","Universal Music Polska Sp. z o.o. (Magic Records)",1,11,13,"421311"
23,"spotify:track:3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical","Warner Records",6,6,10,"415025"
24,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Warner Records",9,9,2,"386086"
25,"spotify:track:3Dv1eDb0MEgF93GpLXlucZ","Doja Cat","Say So","Kemosabe Records/RCA Records",10,20,13,"352202"
26,"spotify:track:78qd8dvwea0Gosb6Fe6j3k","Doja Cat","Boss Bitch","Atlantic Records",26,29,8,"342100"
